"Est.No","SE.No","SE.B.No"
1.845007153,0.079319278,0.079649648
1.812836384,0.087016802,0.087261569
2.008035713,0.087168871,0.087905714
2.037543849,0.08795903,0.088703475
1.897151139,0.085700656,0.086302503
1.967857154,0.088021582,0.087878174
1.810768573,0.081210265,0.080455104
1.706816625,0.083256744,0.083525804
1.835366895,0.08397881,0.083849367
1.850546911,0.088564454,0.088124771
1.761958407,0.093275554,0.094708511
1.905386054,0.079541853,0.079782302
1.794307872,0.08090765,0.080957432
1.900201396,0.085668565,0.085387985
1.868517439,0.083687937,0.083513066
1.721320167,0.085655306,0.084634809
1.935271839,0.080618362,0.080557207
1.676052289,0.079674484,0.080573475
1.926739667,0.082676725,0.082851424
1.937774577,0.083098512,0.083526538
1.774471767,0.082522622,0.083242439
1.909455275,0.085828059,0.085402976
1.692243979,0.084112681,0.084882134
1.763261616,0.079981342,0.07974683
1.866423218,0.079559376,0.079237533
1.93473052,0.135934481,0.136391332
1.838772888,0.077718837,0.077941151
1.690058083,0.081803414,0.080953764
1.863471067,0.080609847,0.081366389
1.831190564,0.084625659,0.08600228
1.82375815,0.07848645,0.078966083
1.782749215,0.087427218,0.087657479
1.849879028,0.078162777,0.078810641
1.799001099,0.084690535,0.085205967
1.858273421,0.081240779,0.080916463
1.841519663,0.082982853,0.082833053
1.819871485,0.083336691,0.083809218
1.775248654,0.082495003,0.082363972
1.748397411,0.080632422,0.080243617
1.793043207,0.084954147,0.084815781
1.721713478,0.088370823,0.08899112
2.017357868,0.083985678,0.083601553
1.75977181,0.081303475,0.081253186
1.870997716,0.083210756,0.08359662
1.996328786,0.085567292,0.085178137
1.909460915,0.091380984,0.091963859
1.781223987,0.085898571,0.08529516
1.804838984,0.082901347,0.082091654
1.851443849,0.077458579,0.077737195
1.863976249,0.079386709,0.078833904
1.893055067,0.095498622,0.096124777
1.715204975,0.082566756,0.082568062
1.841294797,0.086782709,0.087913795
1.773202455,0.084139545,0.084723631
1.874472782,0.084811773,0.085257519
1.935824455,0.089128644,0.089789863
1.975902115,0.08186067,0.081218678
1.788179485,0.08690923,0.086903305
1.763919233,0.079189828,0.079459524
1.811395073,0.089819348,0.088506816
1.73650568,0.080720013,0.081019816
1.746691088,0.089897496,0.089918803
1.928648583,0.089992787,0.09127209
1.829379155,0.087630734,0.087634793
2.004206053,0.086256469,0.08478077
1.803868945,0.080435996,0.080201148
1.770998407,0.088948972,0.08872346
1.831750535,0.085712668,0.085071932
1.816454934,0.083289013,0.083696419
1.99597546,0.088676834,0.08940938
1.927224787,0.081616992,0.081461759
1.877932352,0.081906784,0.082802501
1.709504169,0.080521624,0.080011593
1.839902931,0.080340379,0.080711374
1.803073393,0.086469527,0.086762568
1.870805568,0.088293799,0.08746184
1.848670778,0.08013329,0.079771176
1.718290933,0.088780378,0.088230021
1.811636645,0.08173887,0.082245616
1.884473577,0.087884971,0.088233619
1.710526491,0.082132456,0.081491457
1.918485436,0.075207968,0.074692323
1.820652748,0.095757765,0.095709351
1.875960419,0.086107852,0.086070518
1.928104363,0.087152006,0.087140779
1.748477034,0.085856569,0.086271604
1.752010976,0.081192587,0.081338907
1.846674985,0.090305375,0.090116381
1.734872923,0.082655798,0.082492617
1.936105752,0.084969062,0.085802768
1.740037013,0.080109165,0.080724949
1.747454356,0.086190115,0.086866181
1.746216653,0.076308025,0.075962682
1.761249012,0.08288848,0.083332306
1.971213316,0.104508364,0.104188612
1.994395796,0.091007089,0.090915497
1.849678812,0.084182244,0.084466583
1.873424402,0.083878941,0.083565445
1.865431939,0.087469265,0.088507472
2.024138456,0.087789227,0.08780644
1.787391744,0.079073742,0.078215794
