"Est","SE","SE.B"
2.02235982264197,0.105979179815299,0.1050304266649
2.07825841298003,0.109031163655233,0.10884190621789
2.14891410460202,0.101835513784649,0.101608896704208
1.88333649516992,0.111009812480982,0.110965635060766
2.10418408705525,0.12296598401871,0.123623462457317
2.05565177824269,0.114238472317338,0.115376677424277
2.02113708615565,0.105602419395671,0.103835276685745
2.04232374864228,0.108828238979068,0.109744308017398
1.983550195028,0.108548340804693,0.108639740798208
1.9082419124801,0.10943195424615,0.110114790996492
2.06476115999745,0.107309480152797,0.106792561207733
1.90454760621306,0.108631597997058,0.108083471653907
2.01635623942238,0.112816785778971,0.113523652680694
1.99306176180544,0.102639467306805,0.102359529003338
2.02187716326624,0.0941897683977411,0.0942678509909376
1.85903266423758,0.111414237227843,0.11161389283807
2.01414632861874,0.107750736669033,0.107457941829372
1.90922627720116,0.105683669722931,0.105124733388282
1.95489846618445,0.108626650685866,0.109242000158604
2.26353135412231,0.112527383196873,0.111177047569527
2.18994978593767,0.111138347109807,0.110331178930237
2.15457344059932,0.108998532622757,0.109463596662511
1.8782193321839,0.110296331924054,0.108673045827292
2.1616843008287,0.0982725121034419,0.0982377043454359
2.12675961595142,0.108156076804823,0.109388005921155
2.23030610951687,0.109729467760668,0.109079971402078
2.00646581370834,0.105175081154819,0.105436125408049
1.84231373640454,0.119563099218929,0.11815115002027
2.13454841231453,0.120499414787146,0.119358032984993
2.0693150901347,0.11450428976326,0.113122153718706
1.94209730721867,0.10561795228953,0.10582078093588
1.94429736606457,0.111443452426031,0.110478560887288
1.8489309353079,0.112278019159018,0.112258313671555
2.09811439069534,0.105611581905295,0.105297018710158
1.88414067652162,0.110820445123369,0.110491107658939
2.00319178517844,0.100138575622703,0.100054888191849
1.99002976024298,0.110369375470718,0.110814422757822
2.1372042420744,0.105709564665365,0.105173282218198
1.95210032541624,0.112671703119085,0.112491330313289
1.94434821645658,0.109161700049719,0.109895464115529
1.98624232345812,0.113680932190996,0.114483603737778
1.84124366760306,0.12283169753145,0.122261394081602
1.97053073227225,0.115072321686072,0.114289959583769
2.15421658267119,0.116898181430243,0.116559021727526
2.11243485414991,0.103517677497167,0.104158812396626
2.01305277021756,0.103286471626106,0.103384333895599
2.0674316843655,0.102714715704931,0.103335994391494
2.07542441568442,0.107997574201222,0.107289836580035
1.90424830482567,0.109366086013745,0.109110033725032
1.97206479832654,0.101957697750446,0.101471589133406
1.90806615353125,0.113557504303384,0.113149458817904
1.89526345171298,0.10882162371106,0.108743491041794
2.18062942208062,0.105479645021807,0.105647659983627
1.92117288200211,0.113939535765804,0.114734284437049
2.07759629551743,0.110655197036092,0.111514280636512
2.12699914203753,0.110215853269373,0.109551292312573
1.87952593537336,0.104905415355973,0.105840292751711
2.05596671883234,0.106233961738869,0.107689045437027
2.04587709940217,0.104712469815985,0.104500536259847
2.05252494116122,0.105532675789038,0.105160142709229
2.0326491243649,0.116612705819845,0.116363822814321
1.9419451290423,0.102058944213449,0.101306664262993
1.86930543053411,0.117255416585926,0.118203318440319
1.92250073413455,0.106207890622623,0.105949527577808
1.95741411965082,0.117633998161271,0.118062145877675
1.98403322373626,0.112773037349447,0.11274692415561
1.87623087485476,0.100957117613494,0.101067744648025
1.8699368509006,0.110487349583738,0.110687238554727
2.18271318579363,0.109501836666011,0.110319812334235
2.01031967142942,0.114206989954141,0.113217388995489
2.06435185152233,0.106807983707399,0.107428061294034
2.22189944629794,0.111718785566921,0.112646101676254
1.92883337785921,0.104927925872464,0.104719386731752
2.13056357311804,0.106573476331265,0.106866113635506
2.12094719974457,0.112249585120199,0.112621432812015
1.9115938575547,0.110683229158841,0.110228826766297
1.86905919604732,0.101898264046219,0.101423069638824
1.9538058008075,0.1147610624189,0.114748831297025
2.05723876583063,0.116071169331452,0.115244466608727
1.89853528537596,0.117601059015168,0.117039115230631
1.75962944740214,0.115734009431941,0.115713617008546
1.92577549189386,0.11484853486792,0.114020988008663
2.03645055237913,0.113552755659755,0.114029333155182
2.06753612347,0.111310370292846,0.111658187352202
1.9298467848105,0.117065772679806,0.11581972216276
2.06848448826317,0.109157899747521,0.109267094636999
1.96572552293435,0.11091347242547,0.109577790172405
2.18063078700386,0.107016666357772,0.106420258238727
1.97711876343778,0.110663549355519,0.109945857806908
1.93369681662851,0.119409708722431,0.119380958699021
1.92903543100183,0.10262835375788,0.101513024789475
