Est,SE,SE.B,Est.Numer.1,Est.Numer.0,Est.Denom,Est.True,SE.True,SE.B.True,Est.Numer.1.True,Est.Numer.0.True,Est.Denom.True,SE.h11.PMMR,SE.h01.PMMR,SE.h00.PMMR,SE.h2.PMMR,SE.q0.PMMR,SE.q11.PMMR,SE.h11.True,SE.h01.True,SE.h00.True,SE.h2.True,SE.q0.True,SE.q11.True
2.936126404,1.479351598,1.468174272,2.45720489,1.197389561,0.429073942,1.73526564,0.249233048,0.247548291,2.429398952,1.352983235,0.620317542,1.426371354,2.311931331,1.157867988,0.522715833,4.392151015,6.901653006,2.04764993,1.79489369,1.915388778,0.11434966,0.291383902,0.227292003
