"Est.No","SE.No","SE.B.No"
1.92642260896246,0.176930974624736,0.176595640119687
1.96022853666839,0.142675352318495,0.142052174659517
1.90049047942711,0.179340654493859,0.180302905977153
1.54992877817816,0.16338555037454,0.161974093569435
1.82607934801979,0.157660557096844,0.157390520664692
1.74436953757698,0.188700997529345,0.192248742251265
1.67470821664186,0.190365957718906,0.190210628908902
1.98316678080121,0.153864162284857,0.154163506949172
1.56198888016202,0.164421265281008,0.163968588353709
1.73942891386254,0.158612624826969,0.157405201320007
1.76206728804748,0.159804031088987,0.159445853452473
1.86865649137195,0.139393432886285,0.138798335936385
1.75963163748044,0.190677989564774,0.190268099343834
1.6455603304834,0.217308109984057,0.218412401700438
1.69891724896204,0.170185828908937,0.170108992677836
2.22788164422354,0.20736163900788,0.206761377623855
2.03481705344271,0.176240970289393,0.176223465184647
1.86961295447363,0.190156091924105,0.188863426781553
1.88289314319209,0.179940236232959,0.178855678590489
1.67336188934493,0.234635981990403,0.237095238916569
1.67669003519813,0.166655975919088,0.166657376207805
1.71602628429995,0.164778817004588,0.167059927239189
1.83200889367342,0.138266426826631,0.140220294060892
1.63212810240914,0.151544674298889,0.150590456196384
1.6145645831715,0.152681958816131,0.151963776176865
1.69378732285028,0.153498799851279,0.155050840111746
1.98384427284586,0.151755268814707,0.152453873067127
1.893722127463,0.16728545187894,0.167198391252039
1.63621605982132,0.162741011350381,0.161284336955816
1.80747478816454,0.154728738845762,0.155395632209111
1.84902109298934,0.156576527244785,0.15522463802845
1.53981911694314,0.186160756687908,0.185857492666433
1.78373323376036,0.32230337234986,0.320056328249317
1.85133508522056,0.154371566122809,0.152318382467791
1.79830979784197,0.218965160356707,0.220201624668335
1.82158237898681,0.1507783652798,0.149315793037223
1.78594534995,0.178154817787828,0.179790625698916
1.86767409488436,0.159898079259248,0.161032793487594
1.97110605713598,0.171853103322613,0.171748458731219
2.011978386263,0.148694855795299,0.148214678266155
2.05376368442458,0.151303165457461,0.150282252324678
1.40588842721065,0.144072719214638,0.14347823199785
1.78879224567776,0.170672218723608,0.172125558346823
1.75670160234875,0.178878537636774,0.18112615805143
2.1310370966637,0.159866774712917,0.159709249253653
1.69952915739509,0.171640851824361,0.171394840053904
1.82552165862395,0.184953472167041,0.186312201976174
2.09200113562636,0.142887497104283,0.143402552033524
1.49787197933218,0.153196200638282,0.152687330425082
1.52303007510211,0.160186339959079,0.158147141153506
1.98018170507918,0.184386142079234,0.184720250265804
2.07371989360512,0.1791443257989,0.17991811120442
2.02851951692922,0.153523616883611,0.155634171014567
1.88022495180819,0.158218655341913,0.159739334038936
1.42021210211258,0.176662875522421,0.176311084990005
1.71478709131448,0.1363776984591,0.135917409323204
1.7706419393631,0.155674783812496,0.15648573463683
1.61476072642732,0.156128628978017,0.15475220307865
1.60864640596969,0.186882037270832,0.185464096710493
1.58297824220359,0.173845197461752,0.173313469291589
1.86513214042398,0.15888991810845,0.158521692336384
1.71684884447534,0.172809519124506,0.173389122903722
2.14403369390726,0.251452160836601,0.249414228248028
1.6508281044751,0.153861353780424,0.15519155152743
2.04529389455307,0.23459248122124,0.235372452075335
1.90530405983569,0.14738770761634,0.146404124467104
1.71184559708142,0.175675873954739,0.17695325859929
2.03772369286711,0.165513744539686,0.165320936979671
1.9514553687513,0.179924741612849,0.179778526370555
1.93246907151022,0.166177874929626,0.165651971446674
1.61867107909119,0.18004583406815,0.18003710949561
1.77255176744602,0.152153016971955,0.149589315004272
2.00138942341493,0.159544385936642,0.158548474643272
1.81816592400458,0.156812250829456,0.156439350524619
1.99949892735699,0.162737888248988,0.161933637104013
1.72559557427863,0.166219702977475,0.165812064537997
1.54040418843074,0.156534718533414,0.156221009026582
2.07690272759186,0.159919914716204,0.158452279183626
1.98101237963685,0.161618969369678,0.15994945485082
1.90787309166836,0.19491315377128,0.194945819043007
1.93804473493041,0.169754401148808,0.167405751084081
1.83542376340394,0.153593810943611,0.15372866536297
1.79645626246271,0.17010847568257,0.170465162385842
1.56968222905988,0.165457159794417,0.165571125420434
1.96437349157769,0.156581074412977,0.155309883218639
1.72587804018044,0.158815292555418,0.158609918239336
1.84519368464291,0.151903417179527,0.152063339149596
1.92624890424725,0.160553855924941,0.161299667191466
1.92792793137199,0.158032259509072,0.15571840923639
1.68648828490973,0.212847914551958,0.211702462570772
2.02719268130959,0.163069018449758,0.162406447862054
1.93156280952591,0.162540281522975,0.162338180176245
1.340749266319,0.188574378795522,0.187621586702301
1.66210566216784,0.16693174092841,0.168601853569931
1.59364427573747,0.165306793220806,0.166396576456238
1.63513117435267,0.170561069503852,0.170357447703825
2.05882529305242,0.15565312429282,0.154885468418313
1.86447084654908,0.188719708714511,0.18524604246128
1.90451926967115,0.150042629220573,0.150364538826413
1.91921835115523,0.184411902549502,0.183260729317054
1.74434974507837,0.191319226667927,0.192301358733114
1.55965850767089,0.183279979736643,0.182802375767019
1.73258252329614,0.148835736179494,0.150125930025734
1.81985644308955,0.152983771032637,0.152703424722441
2.0109908832535,0.179177842894599,0.179329995955702
1.96220221508912,0.164053477934938,0.164656237464625
1.90513286464488,0.1647443868525,0.164899184797559
1.59339258078135,0.170071003571096,0.168538639357624
2.08828323932055,0.159363975394089,0.157550956313169
1.99058194355607,0.155063733355372,0.153713969235821
1.80769084058451,0.199912837970372,0.19845629853063
2.06586741064645,0.166825230376175,0.168400947248836
1.85228695505362,0.166700995658803,0.167140563612903
1.91824402897096,0.167735617063649,0.166258967737693
1.9046738991686,0.167400470826582,0.167914394170849
1.77995414085236,0.156451590537924,0.155568898058825
2.04686231918534,0.145113521461331,0.144847339651141
1.79099334007497,0.166740604561177,0.164046317243895
1.86272071135308,0.165520670930144,0.165763781747127
2.21225205083929,0.16648830311617,0.166005262482269
1.66978683837751,0.157054970878434,0.156158995605116
1.90370337321363,0.190890439342412,0.19046547984351
1.91815169573795,0.138919493445207,0.139351361953967
1.8750499802535,0.158123438158533,0.157447751684875
1.89621647635241,0.187383529760639,0.187289630716705
1.54570302238082,0.221152897912617,0.218811341865556
1.78021389304584,0.156509928486817,0.156432312069234
1.78582118836159,0.207529774123806,0.209948165448033
1.83043084178575,0.149042674699288,0.149631703295108
1.71319891901842,0.144414690648119,0.144486472877974
1.85191386363129,0.16875625539728,0.169671877482961
2.07661755135196,0.168696085597128,0.169944597943928
2.01295548063997,0.183704622510885,0.184015760861164
2.10246397233175,0.154372702011267,0.154339036818323
1.74173755376085,0.140584484151643,0.138882320497931
1.61017806071052,0.205830345091101,0.205280880363157
1.80955068634895,0.258223031797414,0.256841731872979
1.78648536077168,0.201653752122133,0.201485311283476
2.07490789526147,0.191439559607996,0.19236068017333
1.6839932140121,0.174989641367034,0.17353236642494
1.51298002370584,0.184568199844111,0.184810574293256
1.85309353540904,0.150376528411908,0.148728073097259
1.65548187501026,0.151183697555962,0.150060461219211
2.17461134840265,0.160444101024166,0.16086053081422
1.72816933679064,0.182745055637077,0.18174345539161
1.73053250783451,0.149205882611508,0.148226721637695
2.14051351820077,0.1450529495311,0.144530831338395
1.61579846997728,0.222763770660268,0.223319446276335
1.77956922371488,0.195695939621357,0.197256466107922
1.82701240653085,0.168077973065749,0.167768897441606
1.85191062915364,0.174052832732298,0.172274837651722
1.94512366426022,0.143833088393703,0.143866044714715
1.82771800509777,0.174449333588067,0.175999210632745
1.5690287835588,0.230710894528462,0.231448203373037
1.5207507694761,0.124212779811205,0.123231710237537
1.85972633668148,0.202345186055883,0.202613185800774
1.62665307795042,0.140496816095666,0.141314142136786
2.00267437017827,0.155284082416997,0.154740177845236
1.58703491692991,0.150890093794371,0.149963943816704
1.97296221492952,0.17118277491246,0.170152675813743
1.80036613514767,0.16453727245518,0.163127066130452
1.70909136340478,0.138994307698059,0.139502857991799
1.78409820795433,0.163114492338026,0.162728373543472
1.91876718409061,0.204921114394053,0.205192223414108
2.0728837239335,0.158298277399476,0.157146281681016
1.83518673309221,0.144687068027232,0.145640062742681
2.13199933813757,0.15726873366649,0.15756898447078
1.86234038585626,0.16375657548509,0.162156287725332
1.68839247499171,0.152688699309141,0.151526480875415
1.96247396593266,0.156914877746827,0.157104314467112
1.89196767238693,0.201157523980295,0.202337929034269
1.78563342898339,0.166108038136868,0.167274349148233
1.84998695687164,0.16556963644148,0.164409041195984
1.74830588231228,0.140621290936195,0.139032731517317
2.20632707735945,0.156354916563996,0.158454484944505
1.97035915957152,0.229958992898249,0.230680251897171
1.69548174900017,0.179279129917326,0.179238760940227
1.79649121087225,0.207517427482418,0.207268182805927
1.95087242528375,0.212436580908516,0.215443994733684
1.8543893956308,0.142051832227212,0.142008855595071
1.95455587249385,0.180938421774567,0.18062830657944
1.98343125075758,0.199102210380968,0.198110455940257
1.91780167241207,0.171105249311758,0.173151312820879
1.69492398114851,0.156765465880517,0.156062534185533
1.77564319472681,0.205521964578505,0.203346362225228
1.99460268363812,0.153453133143368,0.152876892804443
1.75490755416422,0.172369840688833,0.173409488766618
