"Est.No","SE.No","SE.B.No","Est.Numer.1.No","Est.Numer.0.No","Est.Denom.No","Est.True","SE.True","SE.B.True","Est.Numer.1.True","Est.Numer.0.True","Est.Denom.True"
2.30055100814761,0.144824593765082,0.145634502273253,1.55013881548213,0.208589301612869,0.583142694562319,1.96781925521099,0.076704419002848,0.0762912933591615,2.35719489652702,1.19082501629055,0.592722058770284
2.53992731983824,0.188579882588112,0.190524549463243,1.47734218978312,0.143429551033622,0.525177483753532,1.96032475968516,0.0888816255540705,0.0885899133669138,2.15457677474026,1.13407002929055,0.520580449952392
2.49377163981495,0.16999001941805,0.170698384155883,1.54267500451613,0.193410874149879,0.541053602833648,2.02817527431616,0.0839955001277792,0.0848595804714907,2.206390689279,1.10412102130545,0.543478505991157
2.56613775037114,0.173843543697419,0.172951040620348,1.60674155019627,0.145912839564289,0.569271353582132,2.01018094549802,0.0855167436539679,0.0858523433603141,2.3183633269451,1.18360806706148,0.5645040375221
2.28433160146197,0.157248187970728,0.157491733686995,1.5002578706479,0.236623944977705,0.553174471193881,1.9172365422983,0.0869058995234674,0.0881652234760045,2.23612979305448,1.16684528505687,0.557721743982512
2.13549514162682,0.164641152231005,0.161862032466014,1.54998723256352,0.352806199795475,0.560610515768268,1.80571467899138,0.0859184720995561,0.0858999790180968,2.27304200559388,1.26773790824688,0.556734742782582
2.39044612398864,0.170398560275228,0.169027322000683,1.56971506722295,0.261674934412278,0.5471949857745,2.02812154605459,0.0855190771291205,0.0853824799411968,2.28541413145466,1.18128146241462,0.544411488151666
2.63237189782525,0.184346178140221,0.184249846816804,1.4840055907056,0.120310067589824,0.518048199892423,2.21266480318168,0.0920994410158759,0.0919222656062555,2.03208470415038,0.903671926870344,0.509979087504555
2.62671251736527,0.171025522899573,0.170911347271449,1.71150489298266,0.235780385788844,0.561814244017097,2.12676646173124,0.0849074828880203,0.0843701915682023,2.36424617006569,1.18417164576151,0.554867939446237
2.38854099029791,0.163096190802913,0.162280457113728,1.51593744355478,0.21548041409227,0.54445665146417,1.92091011203028,0.0880311001219204,0.0885827746458983,2.2715182918965,1.22209396551778,0.546316206992916
2.34024060021992,0.166457679962559,0.16573357665552,1.50657339592974,0.212354879956166,0.553027973214358,1.91104074029266,0.0823340913937823,0.0810833948290087,2.2889707498317,1.23532538438388,0.551346364958424
2.31113108481099,0.157197020686164,0.158653955936355,1.51394146966141,0.251533855341699,0.546229343119647,2.00956598580417,0.0871268377488634,0.0874866268780129,2.2825077879348,1.18528571075484,0.545999526729091
2.45932454312425,0.170233528319982,0.169116111223289,1.54631571678182,0.245093031048261,0.529097588755216,1.96688161881391,0.0896923612884277,0.0895295192866483,2.19258637909999,1.1509513400291,0.529587052472955
2.55623503893232,0.185673108395613,0.187676572216016,1.4932114319554,0.123578175207051,0.535800986954788,1.97664607840985,0.088539738434592,0.0876811890302694,2.17994691556718,1.11021708671194,0.541184302308584
2.33789306422623,0.156239461381362,0.156982514511658,1.67046145223713,0.323345749924465,0.576209289862675,1.97128703140368,0.0820353483545732,0.0821273588171619,2.46121632424761,1.31579037130823,0.58105488175599
2.33279446277625,0.163814095816565,0.165405932359013,1.40928607720509,0.180035828778776,0.52694322969345,1.94517933504192,0.0884666028512391,0.0888250511912055,2.10438672431959,1.0795863505347,0.526841075947788
2.34517200196077,0.170347754852452,0.169973454175416,1.57700983831206,0.241710110781221,0.569382427563695,2.06317531358576,0.0833417362066092,0.0817119768670275,2.39428181206148,1.22377546807677,0.567332468684103
2.30374014899747,0.156627259486205,0.159116797961115,1.47150204215516,0.193717628944978,0.554656484919207,1.9686166747778,0.0850934997883381,0.0849325083228925,2.27400294166853,1.16878199135189,0.561420089790403
2.53585582660715,0.164982599941288,0.165939190388472,1.61391829024834,0.192989116346872,0.560335157461454,1.97680479584818,0.0806439783255105,0.0802215273410064,2.36827903787704,1.23622056814806,0.572670843427034
