"Est","SE","SE.B","Est.Numer.1","Est.Numer.0","Est.Denom","Est.True","SE.True","SE.B.True","Est.Numer.1.True","Est.Numer.0.True","Est.Denom.True"
2.0490332812598,0.116660901184549,0.11639975699845,1.49084256900817,0.302148060546969,0.580124549138781,3.61168560214284,0.268204723313617,0.263547257911385,2.7121477254108,0.677696123544544,0.563296982621965
2.10897174045913,0.108300362493755,0.107554295106116,1.49601692211434,0.322053383950655,0.55665209525667,3.25059672638819,0.275460662970302,0.275386048025372,2.47369169345379,0.702117953472734,0.544999545960133
1.98537788756957,0.11383899062234,0.115374991613954,1.27281841714522,0.260431817735868,0.509921363458258,3.08864935758014,0.271862164566662,0.272309924170384,2.14490228501791,0.613374576178386,0.49585677476819
1.90694976535596,0.0996669675863702,0.0987393645202626,1.37791803301117,0.341938380957739,0.543265308229053,3.45098112912925,0.279927499525884,0.276155990233471,2.31435967558612,0.498889570222726,0.526073611367871
1.92665226934554,0.114186783874117,0.113584231978629,1.51158257471871,0.432422769849183,0.560121731378182,3.26663447908887,0.256683864852317,0.258358025077655,2.47642167380879,0.650062770340068,0.55909496919843
2.14451246918972,0.101656070013375,0.100781843481728,1.54879163265123,0.32659362105907,0.569918817983816,2.9676066072984,0.259277275785125,0.258871749993305,2.59394467175635,0.896045752659868,0.572144203655816
2.0740642345266,0.136139730974651,0.135519972222883,1.46978706978921,0.392104820282873,0.519599263883124,2.74665434985985,0.263027672843985,0.266655076864107,2.10549452529378,0.708252064721139,0.508707060516711
2.04320984552415,0.114149438756446,0.113789703874864,1.43871928664584,0.31445763379883,0.550242871680466,3.11354390365473,0.258779743551519,0.259629554813855,2.15397727547292,0.589473263111313,0.502483363258559
1.88347762549032,0.0961889707123603,0.0942433019530221,1.40424827213177,0.320704133507349,0.575289095001775,2.86258461837837,0.233666328263607,0.233066905287153,2.39039155681129,0.787991385100917,0.559773905519732
1.90640901598272,0.129282044364373,0.128614156902682,1.44094164551674,0.434981944850039,0.527672546779339,2.88388419899763,0.258619788402578,0.259651444213165,2.16083314787393,0.671224626551951,0.516528549183676
1.90028792683345,0.110400988353229,0.111385593950238,1.43448084058372,0.399020771148774,0.544896410072122,2.79015663984697,0.266846387525558,0.266047364566872,2.22860246175312,0.750826934829401,0.529638911958996
2.10696915243789,0.116900856548255,0.116397650725116,1.51420442630706,0.332026952775703,0.561079630503137,3.16572197293881,0.249350977104895,0.249019358534457,2.5885515950914,0.837198573441337,0.553223889091006
2.22553039008735,0.12079429469892,0.121091514698057,1.63839652296762,0.345953859956209,0.580734672852832,3.01781242631677,0.246390802893087,0.248071954256608,2.48571150389711,0.76353979507417,0.570668903674986
2.10320373202425,0.118251930842379,0.11758826319282,1.4879772704451,0.335104381761294,0.548150838232971,2.94227030868219,0.2688226319259,0.27109182054016,2.33438994652646,0.75855912011834,0.535583294899209
2.09414330098208,0.113099458666415,0.111835109761306,1.44540573441608,0.261381941014201,0.565397694057808,3.46177188384838,0.292913385234297,0.29209134602081,2.55170314610654,0.65444793478307,0.548058992614594
1.94694748970238,0.117655930580363,0.117839917793317,1.46141760586731,0.399687908321106,0.545330422706214,3.08324380189331,0.258597609881597,0.258795181602058,2.34248864586853,0.751868456852108,0.515891798124973
1.86528111313414,0.121932256562057,0.122334326933798,1.46926612235373,0.433462911017683,0.555306759953,3.01051489652521,0.235743339127867,0.236245442659513,2.51735402461624,0.863885492059376,0.549231141312512
1.99172620704736,0.118860102373272,0.116820036082901,1.49550487771323,0.425310976019095,0.537319787181316,3.05755115063591,0.260771191860227,0.263994279474126,2.300290938637,0.718612484338838,0.517302369240561
2.46616266756782,0.135102157923017,0.134688697639458,1.64955829752289,0.31900672271006,0.539523038082902,3.32933322259068,0.262315509913609,0.260403539227778,2.34831923577822,0.619438533975649,0.51928737264012
2.00982574773186,0.114129851834158,0.113961728174326,1.36591520408883,0.304130875596419,0.528296709150363,2.83379728104372,0.272572729339456,0.269627193779458,2.09228781933805,0.635616845713717,0.514034995858216
1.88586165226831,0.11056603784575,0.109294780462585,1.48795785934732,0.476475289038433,0.536350356926913,2.71240210099094,0.278656987789206,0.276279584516643,2.19786407117134,0.806946959367805,0.512799009886985
1.75563466371246,0.117189746655813,0.118226796920927,1.36549824930663,0.414425287901208,0.54172601000842,2.9233039336152,0.27248261179206,0.27320052609886,2.19049491532923,0.711451917034004,0.505949101387524
2.11295670696003,0.109735598976427,0.110692778810422,1.48205065617659,0.316726505541841,0.55151350086644,3.24956441985637,0.287492961716268,0.288385913061351,2.28320507617387,0.602320039878082,0.5172647220116
1.82973114017459,0.125602873370166,0.125210678023318,1.44976409652938,0.41969137550992,0.562963977823088,3.20365363607649,0.256573871823669,0.25470679638587,2.45540417960015,0.705067120756128,0.546356522169998
1.86106458591618,0.101630614249321,0.101129657752535,1.52002260240308,0.434413909643671,0.583326715781324,3.10991891622754,0.272959902763928,0.271044710455128,2.55762949363405,0.817024683903091,0.559694595459866
1.93744531483838,0.115558819516351,0.115633331101171,1.50203525921488,0.433658539483684,0.551435806496719,2.64127943376798,0.245435517860865,0.247556313027022,2.28808438706891,0.872249177359165,0.536041431894221
1.84655508810284,0.117581447696361,0.117714094864646,1.40300164276905,0.386051963101628,0.55072804825565,3.01788288074363,0.279956566429225,0.28447850565673,2.25763577944661,0.654213173246697,0.531307101554855
2.04788567252868,0.108902130939775,0.107464379454788,1.44618713860597,0.326988451048275,0.54651424274859,3.25847228460586,0.26552637582988,0.26388042385114,2.40081446931717,0.706048102101646,0.520110720358796
2.01521514786059,0.113117746965676,0.112190296232454,1.41740404280196,0.324677912881077,0.54223794967051,3.33017113917428,0.271863077344749,0.270690466031267,2.35152004296454,0.585037009595231,0.530448123998609
2.00614526327058,0.111587749433243,0.112058127878389,1.45099724555442,0.328684659379436,0.559437348193472,3.21134342078618,0.258155469776384,0.255726393215436,2.47108590276877,0.72536837900186,0.5436097280868
1.92279544720007,0.119787629037107,0.120666949100291,1.54770563314077,0.427569838604341,0.582555880381109,2.9288720285375,0.252444333887057,0.254313519753007,2.37645387305372,0.757225755419379,0.552850415401346
1.94735105330702,0.117368162780233,0.117988248009258,1.45257985357032,0.403438366595069,0.538753136058126,3.00290711148393,0.270964823846162,0.271363250459739,2.34170080943748,0.76872100353272,0.523819001889623
2.11149699814828,0.11908674796031,0.119236669119126,1.63249042378886,0.408060199951163,0.579887267143397,3.04548373707853,0.258537777706245,0.258598574756721,2.62497104383733,0.907998053027734,0.563776772111958
2.20831140141728,0.122085579239671,0.123665286206647,1.49687942075288,0.322449518138158,0.531822596152418,2.96775994479439,0.242204990428731,0.242121229331839,2.2814794553876,0.727401873764481,0.523653398701959
1.7841444400538,0.123872077571077,0.122930144249269,1.45133510018932,0.430439268049343,0.572204698913944,2.81389856698303,0.244974317285205,0.244855757894778,2.47680836576044,0.898961214852841,0.56073348535776
1.98921410883061,0.114054920612369,0.113556464710004,1.48426461183157,0.299474803292831,0.595606980304015,3.19959153908562,0.250633887254404,0.249326235999039,2.57282592276864,0.676479251854578,0.592683987236695
1.87877493329589,0.114706114437091,0.114980821529566,1.43289287684805,0.416603434651796,0.540931978698162,3.49938028683566,0.286478068178775,0.285096672593719,2.30921978000016,0.548129634047806,0.503257720396212
1.83517157960605,0.11619408378848,0.116633534510953,1.42204313798916,0.43463046802339,0.53804923797792,2.89128529908741,0.270258606429776,0.268230622072757,2.31030444682777,0.796238694644909,0.523665289157301
1.77740470045628,0.126451166239739,0.127535704160354,1.37588777071506,0.377866904763317,0.561504572197622,3.56127299356861,0.264820890546767,0.267157987367101,2.66533763839781,0.70664444494226,0.549998047606236
1.91406017610213,0.129917310525837,0.130205198839195,1.43995067803873,0.387367635324932,0.549921604271254,2.52085536020307,0.255504319387871,0.25781539740793,2.09908952882365,0.781954133375286,0.522495426053424
2.03652758919472,0.112886381502138,0.112518045231839,1.54136858700228,0.36940615225092,0.575470934432454,3.02365530569911,0.247371321974843,0.246111965878031,2.55322970995646,0.874452566250648,0.555214458652608
2.10657163203407,0.125909837211718,0.125844597956731,1.34460062908783,0.308298069269356,0.491937964064312,2.98010008822919,0.270652623292131,0.273235437967161,2.24340940913527,0.745727647905753,0.502560892885802
1.86218336139253,0.111450632659721,0.110813020579948,1.37933168900663,0.365286284768252,0.544546485196863,3.05970892582347,0.270433917349826,0.266422992350968,2.29621129505845,0.718257851983068,0.515720116301814
1.8556543529093,0.108548580265203,0.107656779742417,1.37474636546004,0.34623599747461,0.55425751372982,3.35703969200584,0.272972406219083,0.272042635291478,2.32878799428115,0.581968312904676,0.520345257023979
1.94031938046762,0.114981876830564,0.116214947943643,1.42481656732542,0.370093522516162,0.543582183132691,2.85353710671676,0.263198862014664,0.262887775687474,2.38992921165502,0.847382161083962,0.540573678519952
1.85519978360477,0.12692610765781,0.127748480312483,1.35408629719554,0.370398144790107,0.530233002989071,3.14911387064939,0.271393505077394,0.274558513274154,2.20077088933291,0.590448302786399,0.511357369943068
2.13231090754094,0.114355156902432,0.113350066310099,1.4539959631919,0.299419134142708,0.541467393411545,3.21068208568709,0.282459667421765,0.279246380531457,2.34442984899177,0.61232559351667,0.539481708013587
1.97906758689283,0.109965376695348,0.110265112303928,1.57855516892728,0.444794027373012,0.572876413652094,2.73302764159336,0.230764674805539,0.232283523953626,2.34045366956536,0.847660593198309,0.546204895131158
1.92356377213517,0.125816514266634,0.126898924033551,1.39848443228453,0.384084700008024,0.527354354958826,3.32416674462373,0.261747372729903,0.257689784001589,2.35940084940488,0.67721884214253,0.506046217441707
1.92734268502303,0.108243829932689,0.10811209710012,1.29493276668901,0.250622261612824,0.541839556188579,3.26358296957042,0.26419754414497,0.263682323895713,2.5557651955427,0.763981689981551,0.549023426788196
2.02230659639231,0.106691617979195,0.105654248760657,1.38697355158632,0.322807543628581,0.526213982516872,3.12431694631371,0.275107162575483,0.275241843101027,2.25830604194519,0.663925291679473,0.510313382944992
1.89414995093792,0.110397047427747,0.11111135065448,1.48058751906938,0.431197182908449,0.554016505209264,2.72282342285597,0.275954109508241,0.278330471928411,2.26684700597116,0.837769833667573,0.524851211542989
1.94485368818461,0.122238544166269,0.12136075528172,1.40349466992554,0.338510128104483,0.547591085278576,3.03150952684959,0.240128229221884,0.241174595906783,2.19222445122312,0.585930927777901,0.529865899882069
2.0981593670791,0.110805974415745,0.111192949386021,1.41490105921585,0.253666475553843,0.553453947246436,3.24062754484633,0.274815356847674,0.273803061364227,2.42351418151837,0.704181476421076,0.530555480783838
2.05839488039766,0.105518827872319,0.105252540926031,1.46637067515486,0.320122972687722,0.55686482384065,3.26788760782196,0.27212936445967,0.269759524643623,2.42097834897401,0.644699404059898,0.543555702669344
2.05002700798863,0.134661985660061,0.135992434995516,1.44442621177006,0.335556674644271,0.540904843109235,3.17951078434893,0.253615227194481,0.254390892209367,2.33793625087664,0.632342133299239,0.536432877024084
2.18919536282032,0.117864087635855,0.119575459782826,1.51291236291295,0.358351248805171,0.527390626581801,3.05424773797777,0.276563888112643,0.277797096684561,2.20170622964979,0.645620055968051,0.509482631134573
2.05292811651074,0.100008742790345,0.0999310107925596,1.39762349558092,0.333330159180682,0.518426986235234,2.90128186611295,0.275579414042595,0.281311365018597,2.17449946731203,0.710254727025359,0.504688895411744
