"Est.No","SE.No","SE.B.No"
1.91304261588997,0.129312339946181,0.128453033885231
2.31643201561249,0.202943858919044,0.200523883533885
2.0189647888148,0.121449721664605,0.121810508758684
1.967155989385,0.13086778409566,0.131173717502787
2.0390297633945,0.128661744775546,0.127914668249227
2.15204334519538,0.124403479588008,0.123243003290985
1.99366547595468,0.158994713702168,0.158851987538308
1.96636252815205,0.124478387754937,0.124712109233611
2.05663882932676,0.123713005411905,0.122409628851952
1.96044909214919,0.129055859588602,0.128013616107566
1.92367075369911,0.127088942884491,0.127277334353898
1.88537998176839,0.150706145032749,0.152493308263246
2.07040016108155,0.170015020767341,0.170761949035202
2.05654172254422,0.12992312687077,0.130207246555119
1.96664347918362,0.127270766486729,0.12640240352434
1.95976781091375,0.130641596372894,0.130342883940482
2.07549377054518,0.111327887674597,0.109852107242652
2.04289812863668,0.128576563321987,0.130313340679492
2.05138666641203,0.124799991467119,0.125542488219042
1.95470220977384,0.130322019296357,0.129828918935988
2.22200558273131,0.148091938011058,0.149780181091424
1.85879632300291,0.106792515891523,0.105884219127373
2.10876610152381,0.1287977038561,0.127501112859914
1.85596275195434,0.121323300819932,0.121942097606814
2.19261363238019,0.128572245387373,0.126811272713067
1.91667008365652,0.124981702871389,0.125162252378041
2.19426789063207,0.117341670665708,0.11772417284969
2.11197887359346,0.114213671132681,0.113727307724645
2.13955965189245,0.128451041352354,0.126694208601099
1.85950542719667,0.139387207874192,0.138785271093167
1.95395655610304,0.128412003959613,0.127915123317814
1.89548179587789,0.211933906191201,0.211948114410185
2.06626850590673,0.109312956853159,0.11023862444067
2.07305972657097,0.134218213860063,0.134185500934747
1.72353869256144,0.11657534793282,0.116889010687221
2.19023341643326,0.201777187960497,0.200279536736965
2.2082618699795,0.121510907269178,0.120559095563658
2.09267196996958,0.179429355404224,0.181183184423491
1.76324976663257,0.118052632604531,0.116426982510885
2.14200422536928,0.135785590151252,0.13563787584801
1.93731301268311,0.128775414154243,0.130218387656385
1.91567903807633,0.235790094293489,0.238300099175935
1.8403905977237,0.142447983999912,0.141393191850837
1.76862299214082,0.121916369484789,0.122032108941435
2.01020817786916,0.14873933788583,0.1495754084524
1.95902173807041,0.124028930622305,0.124619475866797
1.74808609942777,0.126290725165778,0.125911833771954
1.8753697457109,0.124639382263283,0.124536443235582
1.73098584084189,0.125034918211596,0.125023709664863
2.2266405404671,0.130149361248359,0.130236180533926
2.23952429244049,0.116467522702304,0.116043365475369
1.98402261808236,0.132763349914015,0.13213350806958
2.12912256700554,0.140738831382026,0.141588503015108
2.23765417958763,0.181005927753277,0.180290866365263
1.85244431937705,0.127560009262433,0.127884905152308
2.12952731318703,0.125999488174597,0.128027533033906
1.83116160807981,0.12610541132476,0.126954601399002
1.39317800482095,0.363118741838671,0.362463583788767
1.9376150132384,0.132154270422976,0.131940741162161
2.04148855034923,0.119465791935132,0.119150427558204
1.98708167656871,0.114474134332602,0.113892629047369
1.98350912090389,0.133948081819025,0.134535390837849
1.86918050136326,0.111331917235468,0.111561359371502
2.09683045734714,0.136794886728474,0.137446043035483
1.9619966667441,0.131237854111769,0.13206980847811
1.97824683544413,0.122617876665757,0.122365329172794
1.77279436132678,0.128749279494918,0.128415258114931
1.7944903947174,0.142400086046394,0.143892487365852
2.04756872304305,0.123137475972948,0.123473375202686
1.82229583983753,0.139293257321997,0.140361566405412
1.82146841326154,0.130798506578568,0.129414527473012
1.87657910458847,0.127432765254898,0.128788174676997
1.98188144382695,0.11600726332239,0.116113528765829
2.18899033229848,0.128260381220937,0.128941475731636
1.89174766705044,0.127608807804048,0.128082327883191
2.06295727880125,0.127909211551322,0.127136908623539
1.78519279300972,0.115725533449653,0.11626292454704
2.20636321801887,0.127297630981176,0.127397473525223
1.87125796386087,0.116927903480795,0.117057223980843
1.98066525174768,0.137796520156498,0.136473224882733
2.31837850786953,0.13224147331388,0.13153689711787
1.85676505090122,0.124979399333908,0.123193180787641
2.15149736009732,0.128190735788317,0.128704368762662
1.89504011572049,0.13709270232165,0.138543988494544
2.00483992712327,0.132578159627504,0.134229467850993
