"N","MSE.h11","MSE.h01","MSE.h00","MSE.h2","MSE.q0","MSE.q11"
6400,0.00458780102838361,0.00349281808230925,0.00278573366841105,0.00036963618939024,0.0061714866441575,0.288483636606858
6400,0.00713853205384091,0.00485257752959581,0.00320272789126617,0.000389510723376763,0.0112379452308117,0.0438512874402936
6400,0.00432773577008991,0.00726953232299979,0.00336716652643705,0.00112377776517918,0.0170529919272703,0.0906144570416501
6400,0.00350623003217296,0.0017746768210669,0.00158175901284093,0.000314350413167311,0.0036970294888815,0.166611545667162
6400,0.0105129831479378,0.00444123090358719,0.00142003359964355,0.00119483439725701,0.00629368201816885,0.0759577584443902
6400,0.00194856168728668,0.00327802812795329,0.00325315676669017,0.000980173117889164,0.0119715247250863,0.0267590453454619
6400,0.00611438083476306,0.00297495639543576,0.00275507484362803,0.00203613958106687,0.0103253408706416,0.0665630011417324
6400,0.00417978808029399,0.00246231836157884,0.00208082212909236,0.000675183070507097,0.00697860536105418,0.038946144249305
6400,0.00348267393307226,0.0076995244570545,0.00298257961206508,0.00129219639300133,0.00449430532959162,0.0647116793646339
6400,0.00456533654606909,0.00231847407299986,0.00264772806232689,0.000239404144462478,0.00899062052530534,0.023005373883647
6400,0.00426231886066186,0.00473346022585595,0.00176877860975378,0.00141790058251907,0.0164622116693189,0.223351323527928
6400,0.00293623661745621,0.00233762328905177,0.00252971312048867,0.000970392382241811,0.00995348251624324,0.023191158261451
6400,0.0129735081419169,0.00472313343762848,0.001385746903031,0.000983849418744369,0.00951658651938213,0.15853148612399
6400,0.00521693532058097,0.00202966926274627,0.00395140958522623,0.000527752981118353,0.00552568949058104,0.00978641497295701
6400,0.00380553591055823,0.0067068812492492,0.00496995902118429,0.000225014090730283,0.0122407617770059,0.142258780114245
6400,0.0135415157914099,0.00435240740321069,0.00168543054466526,0.00121724118372012,0.0197477602784798,0.0521169245035186
6400,0.00417052476840309,0.0147055711603201,0.00254891958045483,0.0025996740741928,0.00182991100028517,0.0584493804904652
6400,0.00386927251911447,0.00856284029280365,0.00307170936989762,0.00178749110690033,0.0156872500048587,0.287217491609643
6400,0.00192383002622594,0.00520478062437362,0.00461051148315554,0.00250210313774527,0.00657946043274715,0.0961938163101643
6400,0.00411190164075969,0.00453018900866991,0.0016749845649145,0.000783170558855862,0.00738294990881036,0.0238419613970313
6400,0.00218859948242392,0.00787748811648444,0.00313854790546014,0.00207140207257723,0.00618246351501809,0.0242497154370093
6400,0.00429209409692601,0.0125739212168167,0.00440839046965352,0.0031212231576127,0.018298895082777,0.112310514267768
6400,0.00356674626375084,0.00716181069033924,0.00343119786579776,0.00242435113424744,0.0127340651065521,0.19872628806241
6400,0.00937029254605226,0.00508574578299944,0.00133299749073783,0.000911503987209595,0.014097389005457,0.0488925486399761
6400,0.00349408405071814,0.00392904828550191,0.00286231559021055,0.0014670586705427,0.00950809317326006,0.0582130609298876
6400,0.00500650576900833,0.00350538773282279,0.00379797392624875,0.000922748686888214,0.00653215272873587,0.048920549422315
6400,0.00390983383470694,0.00262573311497505,0.00269251378271351,0.00036616769122159,0.00744859428183055,0.0840833081295123
