"N","MSE.h11","MSE.h01","MSE.h00","MSE.h2","MSE.q0","MSE.q11"
3200,0.00775517687614397,0.00838482377313404,0.00367623795280169,0.00351215282450873,0.0241010062570157,0.18747991002424
3200,0.00804792621141901,0.00352955604969317,0.00335939554007389,0.00357892911092973,0.00706919687286963,0.147736689648831
3200,0.00689138849029766,0.00656396813076828,0.00568167337978626,0.000970894232600146,0.0234379797172194,0.572185296488179
3200,0.00862256422465252,0.00834104468841347,0.00257921881613165,0.00139317236451028,0.0186716092829553,0.224509273461408
3200,0.00598041542973096,0.0106172442832829,0.00397529828182523,0.00272330370085845,0.0343635445628375,0.0775963614425312
3200,0.00972537342309902,0.00913523936180649,0.00367081351985869,0.0041248986104475,0.0449179442663546,0.541512516190788
3200,0.0113690178725678,0.00608063367270753,0.00282443733324722,0.00112778818460472,0.0304172840818112,0.0769538535494587
3200,0.00741918475711696,0.00623392112937479,0.00694689510688147,0.0016887052555952,0.00268545293439136,0.128701631548749
3200,0.00106075395254644,0.00533389103356369,0.00152186255717933,0.00342661106921116,0.0325971232271214,0.101899626423468
3200,0.0112671070237764,0.00935211590682434,0.00386643569617652,0.00284181950205361,0.0200844487397866,0.123377154315428
3200,0.00464614403811394,0.00195257268155043,0.00615703867437746,0.00300396634518661,0.0266818901828102,0.0965165128432038
3200,0.00805259876413102,0.00326940165040428,0.00361194551404384,0.00244732718450123,0.0221882589130252,0.126677232292322
3200,0.00910252191500861,0.0107037108022294,0.00522326021548719,0.00122053790376226,0.00768353683444751,0.216710245876874
3200,0.00412382416908228,0.00547773630393872,0.00237336197583975,0.0030250437106668,0.0226083114623552,0.0855434083275848
3200,0.00570215676317274,0.00403958870000839,0.00408677337061703,0.00303743219443943,0.0229969008668001,0.0595202753366289
3200,0.0035210002389725,0.00698063007505052,0.00265971572706724,0.00152270201900599,0.0101773237591231,0.311870701205342
3200,0.0045104248401119,0.00459982906865038,0.00356262205113945,0.00227468198839547,0.0240350119142163,0.0573830404356004
3200,0.00708209301370606,0.0149659702902419,0.00545387296222377,0.00258203276394642,0.0121529969003871,0.10826051188592
3200,0.0089549672617602,0.0065205806095941,0.00511933661392492,0.00174736630014647,0.0129902366206873,0.164511025292655
3200,0.0144755940270187,0.0100370586797568,0.0080533332908628,0.00216309075601194,0.0207221068209731,0.149092535203184
3200,0.00518415067521811,0.00580265023623533,0.00328734954643028,0.00101400608558655,0.0454600769414734,0.0944934571180334
3200,0.00613461825933486,0.0122747830045033,0.00493436668510018,0.00281020721882059,0.0228847311932775,0.192470326476261
3200,0.0115900940116361,0.004253898152551,0.00306200844966688,0.00169082595333833,0.0193558792214997,0.122169692389044
3200,0.00781423511189573,0.0097118205428636,0.00623424185572242,0.00267398082110203,0.0199615740784204,0.128828356843227
3200,0.00302497192191064,0.00319668873799338,0.00472425775899929,0.00469769936512474,0.0292354030775791,0.17057322578711
3200,0.0171379428123392,0.00421397324966491,0.00328682669204501,0.00213753232974092,0.0242013591137718,0.167625502631532
3200,0.00907310094518224,0.00736721963709543,0.00224763887063154,0.00220392509798619,0.0147817631270636,0.0997190748219176
3200,0.00577826804850975,0.002961618183199,0.00237257583014527,0.00238165697973122,0.00895955977511135,0.106701526038336
3200,0.00701350345641744,0.00578071941921283,0.00558256839734956,0.00061919522452512,0.0173687311599247,0.119377009088448
3200,0.107051198111684,0.00625548805721417,0.00413838618946967,0.0032477301084298,0.0162705501048587,0.0541825012530167
3200,0.0034792154884453,0.00602938644170458,0.00698710533712271,0.00170082927985697,0.0144546142170574,0.115352341160317
3200,0.0780352537049075,0.0103033644722359,0.00603006088922356,0.00113487054825317,0.00545351107411979,0.0480666580116209
3200,0.00184091638254243,0.00320538636568795,0.00203893918706775,0.00166180520869389,0.0111650196934124,0.0516831777887838
3200,0.00308662835527378,0.0119610817383601,0.00198753145363803,0.00153917295932323,0.0172156246647923,0.179895607259854
3200,0.0156267455771231,0.00579944524222944,0.00164450113384065,0.00107022420577079,0.00924602362098367,0.26136867098463
3200,0.00437739762354957,0.00202771610788876,0.00290234602288884,0.00088094989396207,0.0202667397269737,0.0717405789190231
3200,0.00295579811351064,0.00354331844975988,0.0069187529983293,0.0013593118115569,0.00619131673202664,0.0766049409428668
3200,0.00509443468313792,0.00502410809600163,0.00348190419102623,0.00269996513231176,0.0248873395333364,0.203897628292362
3200,0.00683156575606083,0.00786107796938365,0.00744308407729877,0.00187874109938411,0.0284737152491732,0.126682001331815
3200,0.0114516755538872,0.0101339090540745,0.00495890448871336,0.00440240785894937,0.0290300105782943,0.232282058997969
3200,0.0112582286897448,0.0044041910636769,0.00398346934009998,0.00293769374091635,0.0140106945451182,0.150084970796645
3200,0.00512512863374102,0.00723984108576949,0.00572314010484485,0.00229203697886872,0.0174793410115223,0.151991360860108
3200,0.00621743887015829,0.0060990317619465,0.00207610270327726,0.00298910654870731,0.00774131083498527,0.172101052758495
3200,0.00286768887004876,0.00396108484966257,0.00335527408197789,0.000602448765905304,0.0257883895102583,0.0687309908193804
3200,0.0114786448701468,0.00595240915686944,0.00689256974640193,0.00235890789726475,0.0300211300756345,0.0401704697799676
3200,0.0034312737787312,0.00617362703190399,0.00390347939150041,0.00169309561487641,0.0341352906644798,0.132557299013686
3200,0.0133699066838742,0.00764150600378874,0.00409764363431985,0.00230504435002542,0.0234167512784173,0.331000259376699
3200,0.00616346782809317,0.00618979342307299,0.00357998518710154,0.00286441919082064,0.0133776586851154,0.215547438509321
3200,0.0216544608241877,0.00718244280020934,0.00576555289007042,0.00152994633599018,0.0225646987969169,0.361092274001349
3200,0.00709767419255548,0.00635510781427009,0.00436013673743743,0.00106450948622254,0.0229166881736064,0.186985973066018
3200,0.00887420012575877,0.00139733259969564,0.00634085333976585,0.00122761421401352,0.0257790745834523,0.363868341443967
3200,0.00795459245780291,0.00625979447152627,0.004432050628394,0.000834706191423804,0.0180856524470104,0.43059808313315
3200,0.00694464983878423,0.00329854921569401,0.00227822897542817,0.00492395799584492,0.0371684335876522,0.259873841384899
3200,0.00341188057582667,0.0106522489154292,0.00318437652230108,0.00187464368311241,0.0195831340036078,0.227887085675153
3200,0.00853827920753545,0.00410077281025201,0.00293770604879486,0.00170188214178655,0.0126557457517856,0.533876959871274
3200,0.00245775605910686,0.00792034074512291,0.00265368269899331,0.00331016486593754,0.0161196413630139,0.13149874373623
3200,0.0163970692972659,0.00923484116315746,0.00798454415001476,0.00107943424021206,0.0119425818330095,0.26479107351492
3200,0.00535892159519508,0.0105789998590407,0.00230973107182929,0.00204380651201595,0.0271006330491851,0.0548445570747908
3200,0.00673439354265985,0.00385576988321937,0.00390713748692714,0.00105580829993549,0.0119516952650556,0.0724473799657123
