"Batch","Eff_Obs","Eff_Exp"
2534,1.95779108427013,1.94181657844868
2535,1.98337315802274,1.98669993823674
2536,1.99834364192862,1.9860649039707
2537,1.98613646460925,1.98405867099458
2538,1.98859681978502,1.98958627431712
2539,1.9735125183617,1.97380341777343
2540,1.98298891106119,2.00379644205007
2541,1.98381974740697,1.98572093343015
2542,2.01442145077981,1.96530191063093
2543,1.98768931822732,1.99487924594815
2544,1.99747002906217,1.97892046327831
2545,1.98991522033356,1.98333825881874
2546,1.95148796569084,1.99030017244802
2547,1.98220875143861,2.00635773005881
2548,1.94865381424664,1.96382487027851
2549,1.96448333613412,1.96223323834021
2550,1.96539671883346,1.96975173559192
2551,1.98355542873132,2.00532769057171
2552,1.95026279454918,2.01212738109197
2553,1.99481088567173,1.98952370691054
2554,1.95274874797306,1.99419528801478
2555,1.95419387897381,1.96901972394432
2556,1.99945832556328,2.00145258630208
2557,1.95989718364384,1.94550884465202
2558,1.98068544775532,1.97056697897216
2559,1.96971546362813,1.98899622090466
2560,1.95241556804692,2.02297599679012
2561,1.96600509194381,1.98122642003831
2562,1.98857576481806,1.97645177174717
2563,1.98723752850762,1.98188333150145
2564,1.97435268110685,1.98048283240574
2565,1.98341796660973,1.98741576117986
2566,1.98533789069175,2.00302181977228
2567,1.98472158911888,1.95552017876478
2568,1.99422358682074,1.9997022383687
2569,1.99783549246094,1.97967739503121
2570,1.98728618521251,2.01737267266991
2571,1.96211462733229,1.9929099551159
2572,1.99269602116824,1.95729158092101
2573,1.98457373198965,1.9764028428614
2574,1.98096804926004,1.98981732573334
2575,1.97805795505011,1.98855555681884
2576,1.99056612977291,1.94801740951623
2577,2.00863796191743,1.99429097086105
2578,1.97998523698169,1.99972787833995
2579,1.98242191836864,2.02811700338045
2580,1.97405207966514,2.00178288516598
2581,1.98717206194764,1.98948622323351
2582,1.99600766658645,1.95733136195052
2583,1.98973399472381,1.99302076106041
2584,1.97065874768272,2.00405393247138
2585,1.93693272824744,1.97526350982627
2586,1.99576552541438,1.99182478920228
2587,1.98480678256136,1.97764818574961
2588,1.98482795657985,2.00134710237433
2589,1.9932502433298,1.96976084981438
2590,1.9786696067599,1.96040604283115
2591,1.99077593517805,1.95061906490721
2592,1.99273600232316,2.00099971186225
2593,1.97861206647192,1.97043960450355
2594,1.96435416494136,2.01206036725772
2595,2.00912878635931,1.98523875764015
2596,1.99450707998346,1.9828788957309
2597,2.00494602851263,1.99946290610515
2598,2.00205802890368,2.0024466223962
2599,1.95546537484609,1.97513988284045
2600,1.94393758474711,1.96277982065084
2601,2.00495517862709,1.94293577271582
2602,1.98507864193481,1.95879181756031
2603,1.99164194849245,2.00087745174042
2604,1.97912935177221,1.98790866982904
2605,1.98352721461684,1.98664698147924
2606,1.95448571680918,1.99494614634314
2607,1.99669679018718,1.98405630770608
2608,1.98746229260537,2.00705558905072
2609,1.95864168744316,1.95986173623518
2610,1.99461337695354,1.96818592176168
2611,1.99510107640395,1.99740575267742
2612,1.97778142374225,1.97074963120748
2613,1.95895492635685,1.96618175224882
2614,1.99761776442211,1.9803081003183
2615,1.95374719981097,1.96807843675894
2616,1.97027607039356,1.97709402310382
2617,1.97675228306936,1.99950726244267
2618,1.98751457099287,1.97637517851438
2619,1.97508011645083,1.95969074229699
2620,1.96855957577665,1.98689113627327
2621,1.95507858063044,1.97669434881204
2622,2.00350860359205,1.97194012060862
2623,2.02528881880183,1.96170406402142
2624,1.93855929140329,2.00817085556408
2625,1.97312882123466,2.02962237229482
2626,1.97126351519053,1.993540948746
2627,2.00250995241957,2.00055328449458
2628,1.96547469811991,1.96509822191317
2629,1.99188202840905,1.96914944608398
2630,2.01094432925921,1.9807500113223
2631,1.98448312074174,1.9800150338244
2632,1.95922299017621,1.97486672147224
2633,1.99100558261945,1.95994971059145
2634,1.96718695446677,1.98707928458995
2635,1.97376527654511,1.97982904402495
2636,1.98849587194204,2.00437053857871
2637,1.99414315368395,2.00897676887662
2638,1.972123130916,1.96453057654857
2639,1.98669730395347,1.93873918171055
2640,1.97391447980874,1.98338386213527
2641,1.97960709070021,1.98288759296594
2642,1.98500119938457,2.01529989078815
2643,2.03197188284866,1.95864576292082
2644,1.98167342888747,2.03543041352973
2645,1.99083221640799,1.96214958156972
2646,1.98845409591668,1.95396694733574
2647,1.98423139079366,1.98818165216923
2648,1.99657291568248,1.98565740924865
2649,1.98481925386553,1.994174202824
2650,1.97199198172061,1.98139031961767
2651,1.98145549552632,1.98469755913427
2652,2.02530234655504,2.01501820000792
2653,1.9615760424101,1.9821319580232
2654,1.96289141235611,1.99396823878117
2655,1.96215123905156,1.95716984866512
2656,1.96248395756021,1.99195867853029
2657,2.00392785395947,1.98836972809462
2658,1.98382248274233,1.99439259541002
2659,1.99343105701585,1.97397289504012
2660,1.97497257383867,2.02899639380198
2661,1.99873876496048,1.96499234744171
2662,1.95633752908069,1.98304611754813
2663,1.96247402022341,1.97918194622281
2664,1.94660196699047,1.99094352507092
2665,1.97622498325365,1.98753367454302
2666,1.94987968855884,1.97203735557847
2667,1.97867799739688,2.01072360828124
2668,2.00599562082668,1.99612918098601
2669,1.9552303071379,1.98297037989517
2670,1.99524067758261,1.94664758287435
2671,1.98855695770491,1.97806299013258
2672,1.98139064481956,1.98735816724299
2673,2.00450490530689,1.98913320051192
2674,2.01370133366416,2.01647860557788
2675,1.99091302788257,2.00247172949574
2676,1.98036562318457,1.95997614405061
2677,1.97311085746507,1.97624736160515
2678,1.99070922572008,1.97070191790794
2679,1.98748872336091,2.01848526260547
2680,2.00518635103136,1.97429965710801
2681,1.98072646804305,1.98956629399992
2682,2.0100568484757,1.98730381707489
2683,2.00013200850378,1.99459318387402
2684,1.98800969958081,1.98883998842983
2685,1.99876736046051,1.95921533024797
2686,1.95637336847524,1.95631079913229
2687,1.95724054465487,2.01412065493671
2688,1.99601238988262,2.02396027570481
2689,1.93687714626772,1.98189406030097
2690,1.97249913166383,2.00166472788403
2691,1.98262226655025,1.95959095850746
2692,1.98718525907248,1.97330659548224
2693,2.01170861540671,2.00990015791956
2694,1.95363188248285,1.98257343857631
2695,1.98377362337402,1.99332234756602
2696,1.96930491233227,1.96383910096351
2697,1.9494911050656,1.97790296090389
2698,2.00696106857316,1.98461952444695
2699,1.99250959536564,2.00213723678491
2700,1.98756182685978,1.99843106137449
2701,1.99655341573147,1.99063641127021
2702,2.00229032369724,1.99233648643986
2703,1.99046540589776,1.94063970286419
2704,2.00417279380609,1.98597909112083
2705,1.99517227325092,1.96810546553239
2706,1.94346282923058,1.98437665150738
2707,2.00128204148144,1.97543119094917
2708,1.94364960816201,1.97519300190418
2709,1.99941006262028,1.97051244253838
2710,2.00144146253056,1.9514273982339
2711,1.98872992740079,1.9747013468029
2712,1.95665823648756,1.98485968112421
2713,1.97361265607063,1.97366638157354
2714,1.97282644125766,2.02795500855726
2715,1.96346218172147,1.99622126292391
2716,1.98628351660278,1.97079865769817
2717,1.95017829409364,2.00265227456124
2718,2.00863308420127,1.98687484976439
2719,2.00458521216357,1.96347408859727
2720,1.9765216434044,1.97493507001516
2721,1.94769651124346,1.99879881211229
2722,1.96183131961733,2.00467216865113
2723,1.92651040599618,2.00596815520895
2724,2.00137914047883,2.01807490206342
2725,1.95586678001753,2.00669423326332
2726,2.00757042646253,1.9790542380306
2727,1.98719355591538,1.95927358109703
2728,1.97852127471163,1.96855128121337
2729,1.99767204556513,1.99724530056032
2730,1.98014640456413,1.98576702270793
2731,1.99987667588941,2.01938124539995
2732,1.98245651583972,1.96340838833014
2733,2.01055767487384,1.98443994604183
2734,1.99005220854085,1.98850442161697
2735,1.99269592641198,1.99374322776982
2736,1.99914141413931,1.95549561323565
2737,1.98786979641452,1.9632053109712
2738,2.01423833998198,1.99879875369673
2739,1.99002730717456,1.98332605058293
2740,1.97663407183389,1.9772182538133
2741,2.01887977137749,1.97863578682966
2742,1.97398118765084,1.99853773394127
2743,1.95584765500358,1.97348136588738
2744,1.97355287614525,1.97561646679064
2745,2.00236166681498,1.99595041304333
2746,1.97098110683097,2.00037323322785
2747,1.96374680428902,1.98191230900603
2748,2.00126045991571,1.9743814902116
2749,1.96019776170275,1.98499668629542
2750,2.01492495021898,2.03873821826363
2751,1.96976704398999,1.96577731470778
2752,1.96998849737584,1.99092469810979
2753,1.98851441848469,2.00334643676974
2754,1.97811858743311,2.00072804478425
2755,2.01507877226211,1.98060486227381
2756,2.02085783877802,2.02007991695557
2757,2.01595898921778,1.97731320622309
2758,1.99648283929724,1.9764392796575
2759,1.94754272820501,2.00542362493135
2760,1.95371890088321,1.9681291671757
2761,2.01685963288026,1.97290017348519
2762,1.9590677914246,1.99713698113395
2763,1.99253654505178,1.99038393212276
2764,1.96070943830448,1.95588074632639
2765,2.01357041689997,1.94998557049853
2766,1.97567703099154,1.96128975205495
2767,2.01936407174826,1.9616479828976
2768,1.99667421491148,1.98258942141276
2769,1.98225367897022,1.97939309941087
2770,1.94286955227243,2.00940635957547
2771,1.95162756306849,1.9646372008934
2772,1.98428415102409,1.96440700539887
2773,2.00988588653942,1.97982898831698
2774,1.9860440472402,1.95335969726854
2775,1.94641144438415,1.98695465441189
2776,2.01103207394014,2.00082584100393
2777,1.99088925613814,1.96528435885724
2778,1.97378005834985,2.03748754573418
2779,1.98461476220162,1.99496356657024
2780,1.96441160808849,1.95319987690682
2781,1.96359129930885,1.98972263002888
2782,1.97504063429034,1.9949807163772
2783,2.02710946132507,2.00065701061945
2784,1.97544075173813,1.99171317252249
2785,1.95797491856001,1.98545896467761
2786,1.99049064631597,1.97753923420691
2787,1.94002845257354,1.99309106780282
2788,1.95843028238001,1.9759230426709
2789,1.99146132571982,2.02769116493451
2790,2.02141841795336,2.01842964376025
2791,1.97191130600242,1.97858492391056
2792,1.9845554824241,2.00437602687108
2793,1.99146582827253,1.9958383344473
2794,1.99406004332377,1.96415463536871
2795,1.9988755131076,1.99313145300338
2796,1.99202672215012,1.97080454610253
2797,2.02703841570365,1.95337690443311
2798,1.92440836179107,1.98347228808849
2799,1.96289744444923,2.00945241231763
2800,1.95644669487008,1.97554000026352
2801,1.99872716408709,1.94997781154551
2802,2.01127451081888,1.96507913861241
2803,1.98461796734752,1.97481812569678
2804,1.98666297528171,2.00025064609506
2805,1.9793417479869,1.96114560463936
2806,1.98371262427209,1.99181375162857
2807,1.96986774032308,1.93606849253603
2808,1.97330246765189,2.02496377009101
2809,2.00277129483341,1.96241223439813
2810,1.97729508785106,1.92928997937427
2811,1.9726101466341,1.97082246598934
2812,2.06667847727324,1.99417465297483
2813,2.01247115468427,2.00561840105852
2814,2.00933001201966,1.9773587142015
2815,1.96388288138786,1.98960022989909
2816,1.9936032433122,1.97882683716505
2817,1.98470973704861,1.99852702957178
2818,1.98952644753226,1.97960327767258
2819,2.01668981357301,1.96092690695462
2820,1.9543474285945,1.97728428909029
2821,1.97827550137545,1.99101755680626
2822,2.00223047621198,2.00062562072947
2823,1.9989931843789,2.0008898154364
2824,1.99632324668315,1.99930624496268
2825,2.01641855573225,1.97495335723204
2826,1.93798404627608,1.97198836658702
2827,1.97220229487983,2.00598201459365
2828,1.95228009466907,1.94857516375398
2829,1.99255118384739,1.98450619760657
2830,2.02570641437017,1.99289145188712
2831,1.96242521957119,2.00447384235772
2832,1.99608792437759,1.96259363088034
2833,1.99585202537402,1.99152005874519
2834,1.98088751605793,1.98447802393926
2835,2.03477088142378,1.98857238328843
2836,1.97977495259745,1.95495734287266
2837,2.00967865102178,1.9344396079144
2838,1.97814242043762,2.00276696987864
2839,1.9640523889369,2.01591539758219
2840,2.01935358976281,1.9741114128364
2841,1.98865390881188,1.94510771532504
2842,1.99267045616164,1.98698932604629
2843,1.98800635999711,1.99901449271739
2844,1.9648912768429,1.98085055436927
2845,1.97843092490774,1.99696838846896
2846,1.98381809975707,1.98379008769362
2847,2.00431773009653,1.98609587642122
2848,1.97057393455,1.95836900788259
2849,1.98126827091247,1.97288388855219
2850,1.99666998765646,1.97993944360063
2851,1.96409571123743,2.01576710321501
2852,1.94611279366089,1.94185672469175
2853,1.94914298913432,2.00580052389723
2854,1.92116565962043,2.02628964069986
2855,2.01179347800203,1.94605182896719
2856,1.97693215522327,1.99040500383601
2857,1.95149060878459,1.98964978780192
2858,1.96165705890834,1.97558017046954
2859,1.99205985430339,1.94775274137685
2860,1.99998616940774,1.98856373470599
2861,1.97802604545343,1.98520064610697
2862,1.9891193150134,2.00132922094137
2863,1.99495108903146,2.00677622632272
2864,1.97426247442462,1.98768952655607
2865,1.94526643166953,1.99483124029265
2866,1.98338340641429,1.99050987880874
2867,1.98636663984023,1.96693896072152
2868,2.00656248948727,1.96853392331615
2869,1.95965921063996,1.97740006271615
2870,1.98011000927914,1.97922239163638
2871,1.99482930364078,1.9665255194333
2872,1.97583342728516,1.94503262352003
2873,1.96025776824464,1.94993708254908
2874,1.98214852614106,1.97150987263458
2875,1.9863970744506,2.00248618382244
2876,1.95173579895489,1.96762058412544
2877,1.95836561923609,1.99342372296185
2878,1.98145862225803,1.98737971263002
2879,1.99862483537792,1.99022038670734
2880,1.97175259260219,1.97374382443416
2881,1.97793998839218,1.97638852496633
2882,1.94968060279982,1.9933593185321
2883,1.97648045139796,1.92321592404873
2884,1.97185965165146,1.99923377050216
2885,1.94036795225243,1.97611189341225
2886,1.9851546178631,1.9952223036044
2887,1.96652186346466,1.96578250878302
2888,1.98355119255931,1.94944756171643
2889,2.00517649479908,1.98449666816118
2890,2.01477330680922,1.96384363198387
2891,1.99211506219039,1.98840978012074
2892,2.00117017531538,1.96973663394975
2893,1.96659162736895,1.98903603804078
2894,1.98102772996728,2.00541067582836
2895,1.9980638826547,1.98862810829541
2896,1.96680185217171,1.98482696343894
2897,1.96036805654317,1.98408239983111
2898,1.98818805309014,1.98283380496586
2899,1.99588195868149,2.00471161923589
2900,1.98021413161708,2.02202673183951
2901,1.99924962975586,1.95711819168221
2902,1.99513647366078,1.98516837123008
2903,1.97044913061254,1.99517266471607
2904,1.97094860025065,1.95972687972631
2905,1.98860487857386,1.97258881346482
2906,2.01800916503326,1.98788172594295
2907,1.98653469231617,1.97003990711747
2908,1.96497905526445,1.9912431625774
2909,1.95136380792132,1.98054842283352
2910,1.96930988208981,1.99668244719754
2911,1.95285369119974,1.96289831872402
2912,2.0006919690083,1.97078225651125
2913,2.01089910879441,2.01081882974677
2914,1.93419498911084,1.97968543498589
2915,1.96906681811485,1.98498676482062
2916,1.99084745795555,1.97833679048202
2917,2.0265064458651,1.9702913600989
2918,1.98777573972452,1.97508816620788
2919,2.00320894602338,1.99431847046012
2920,1.99028231268573,1.96593731200705
2921,1.98898722260963,2.00448028433933
2922,2.00057090884739,1.94770871579317
2923,1.96557825710635,1.98785260515927
2924,1.97387737256387,1.96646522083723
2925,1.98926398044014,1.95402084745776
2926,1.97744601089692,1.98324489085565
2927,1.96774642339437,2.01660062614257
2928,1.98856944026498,1.97591704075621
2929,2.0293573454129,2.01346655408682
2930,1.96426433871733,1.97301680562134
2931,2.01692715596877,1.98496664991506
2932,2.00148911473865,1.96115955695572
2933,1.99118485390371,1.95696398719575
2934,1.94198728966808,2.00700209094191
2935,1.99010201770548,1.96943973860054
2936,1.96568362671638,1.98736998332955
2937,1.99022916847645,1.98534396902037
2938,1.98269630633962,1.98184879514111
2939,1.9741756223857,1.97960915793835
2940,2.00864737242248,1.97254375290791
2941,1.96003683724189,2.00035949482172
2942,1.99178451308296,1.99003970842569
2943,2.00842649137663,1.96178238941603
2944,1.95979609795385,2.00339600190811
2945,2.00682872336134,1.97169942069018
2946,1.97187791517706,2.02046196442159
2947,1.99500537099351,1.99500129388838
2948,1.96982083626384,1.98618205542515
2949,1.9948645290965,1.99383964345942
2950,1.97471394714923,2.00606525387155
2951,1.9940558046053,1.97196152549061
2952,1.96672438778606,1.95755747181983
2953,1.91287633387599,1.98082699767434
2954,1.94312040620691,1.99807973329941
2955,1.99311893718091,2.02025649081362
2956,1.97546509403881,1.99859259334501
2957,1.99498134395129,1.97336490955298
2958,1.97500403393897,1.94894589968517
2959,1.98742814203141,1.96228119230709
2960,1.94854477469954,1.96194133007773
2961,1.9696943067556,1.99634149681136
2962,2.01252627105617,1.98856294362071
2963,1.97957662951929,1.96705351482304
2964,2.02927023285218,1.96887097144265
2965,1.98738721181525,1.9961890756221
2966,1.96973893013584,1.98638663036589
2967,1.98618216258381,1.95679098568338
2968,1.96527143303642,1.99336695720067
2969,2.00971464438348,1.9877373329548
2970,1.96987218647745,2.00307225885581
2971,1.97882651731802,2.01249200490546
2972,1.97456945273747,1.96975535651255
2973,1.97113481856005,1.96743357226705
2974,1.95785111723979,1.98623706519949
2975,1.9822369271872,2.00767562782062
2976,1.96068437651426,1.97851415325992
2977,1.984541729225,1.98323768641634
2978,1.97135312398281,2.00163237324187
2979,1.99160504411139,1.9906204661794
2980,1.95322681627986,1.99557188042238
2981,1.96107956630133,1.96361396099815
2982,1.97634788112824,1.95402034364019
2983,1.96120029068254,1.98445538710292
2984,1.99454034779022,1.96799255588852
2985,1.96049433227149,2.02281210643401
2986,1.96762199294813,1.99904288762083
2987,1.95884950875919,1.98591288587548
2988,2.00670056218665,1.98698857277178
2989,1.93387626248427,2.03239126037752
2990,1.95718306546752,1.96871305441576
2991,2.00520486412382,1.95920939083953
2992,1.96678299362531,1.96850153237266
2993,1.98582268231201,1.96926315793708
2994,2.00005616322193,1.98978914854188
2995,1.99213998621297,1.97348290308996
2996,1.96363735338597,1.95810039616505
2997,1.9798840354565,1.95885092753817
2998,1.99743669522897,1.97948933119919
2999,1.99735945726852,1.99506598359999
3000,1.96359042324347,1.99486481883223
3001,1.95939320158539,1.98400706913317
3002,1.99519484828186,2.03867857291701
3003,1.95208759235765,1.97748432600949
3004,2.0255164036816,1.99675376888875
3005,1.99081272480183,1.96262041211617
3006,1.93399636316633,2.00253043767443
3007,1.97118509722844,1.97283334571986
3008,1.97705783862929,1.98787448990596
3009,1.98904803009695,1.96590015506243
3010,1.97927304425759,2.01154108116021
3011,2.01407170234023,1.99493653222218
3012,2.01765552653128,1.97111995159515
3013,1.96499531227403,1.96837603069124
3014,1.97316157239213,1.99652316768524
3015,1.99420690822845,2.00741381955561
3016,1.99193079584721,2.00441951819922
3017,1.98169728627688,1.97608534262847
3018,1.98161762041286,1.98717759167537
3019,1.96739854963766,1.96760052316373
3020,2.01803297827592,1.98331548521189
3021,2.0049966941302,1.97567861165131
3022,1.96602410598426,2.00891895284934
3023,1.9803303060671,1.98080315228985
3024,1.95591468416101,2.02751297789994
3025,1.99215872968747,2.00304329484195
3026,1.99264822778909,1.97808315874579
3027,1.9814010244974,2.00014091694581
3028,1.99155281512671,1.97847163352473
3029,1.95519454929196,1.94734041046484
3030,1.99692448679963,2.04380921031964
3031,1.92595364884389,1.97037067588006
3032,1.96865192163897,1.95086039075336
3033,1.97099969518809,1.96910243634445
3034,1.98875144201456,1.97146940331971
3035,1.99492498021563,1.9778540484037
3036,1.98391704650212,1.98594041255791
3037,1.97136566708273,1.94733399570263
3038,2.01161598377173,1.97551705070098
3039,1.9803397125836,1.95164757980423
3040,1.9877399514501,2.0082062853633
3041,1.99781287812427,1.99231070103694
3042,2.01479451595764,1.93717591427436
3043,1.96694716818574,1.97406596989314
3044,1.99337109667222,1.955958876831
3045,1.96999845945963,1.99075970203693
3046,1.99751664384409,2.00505663599983
3047,1.97604232290656,1.98422987231482
3048,1.94337218321711,2.00285909733439
3049,1.99531734695724,1.9516515839064
3050,1.99054394383971,1.97542764395927
3051,1.99594407408254,1.96145666126083
3052,1.97998786256687,1.98117269997084
3053,1.95344046979309,1.98889088406076
3054,1.96649678014539,1.98041031922286
3055,2.00587582910997,1.96294115872687
3056,1.99236878523481,2.00036046559395
3057,1.9597960943223,1.98546469242004
3058,1.95734827701241,1.98413530181442
3059,1.9794093064694,1.99404236948061
3060,1.97887229334951,1.96008285315147
3061,1.96258116138096,2.00370892590965
3062,1.97431191255856,1.98317245418194
3063,1.97074552584087,1.98032372518318
3064,2.02011160635915,1.97272245292955
3065,1.96559116858969,1.97885443870817
3066,1.96560460017909,1.97746770378619
3067,1.98922274454846,1.99669819701112
3068,1.96822056989004,1.92997677093836
3069,1.99625162507562,1.96460993947336
3070,1.9966276715518,1.9999467208948
3071,1.98919498548029,2.00814964031703
3072,1.98710150458623,1.99635831618976
3073,1.99429960262686,1.99013918779851
3074,1.97694640228315,1.99515561433287
3075,1.99469302425096,1.99176003834544
3076,1.97933362873793,1.98047229764364
3077,1.99374920047995,2.01143073991688
3078,1.97343799962131,1.99228726340803
3079,2.00125535281059,1.96929560148835
3080,1.98438789408728,1.9555966918518
3081,1.98172756817695,1.96179629551519
3082,1.95267600000514,1.958292610837
3083,1.97783659899027,1.93322999227382
3084,1.96264847859994,2.00397792170092
3085,1.96264736874532,1.99915665819712
3086,1.99778259077336,1.98632953398892
3087,2.01515546563565,1.96799687514229
3088,2.02860782024036,1.99343597848631
3089,1.98743515645505,1.94086976754392
3090,1.95462968155478,2.02836274101833
3091,2.02236517180694,1.99832334216649
3092,2.01371725157992,1.98005900914859
3093,1.98240143748167,1.99323533907967
3094,1.96237229474603,1.95954641850963
3095,2.00277318290923,1.97820747184908
3096,1.98032260508098,1.96873150612729
3097,1.97830513489148,1.95774133152301
3098,1.97693680945242,2.00596449119125
3099,2.00766590162846,1.98911422645297
3100,1.97517547102685,1.98207676154747
3101,1.94578263884345,1.97529761592894
3102,1.98136698556878,2.01942852912884
3103,1.96022115234545,1.9967274807638
3104,1.97537262568286,1.95791021129381
3105,1.97117739740565,1.96819776621261
3106,1.98443563180189,2.0074360522452
3107,1.98677026706647,1.98396494534237
3108,1.93295250232413,1.95769776188505
3109,1.96846647941693,1.97742370580968
3110,1.9665834594837,1.9571426676946
3111,1.97456121231714,2.01468957230332
3112,2.00183158023089,1.95255584786227
3113,1.99480000672214,1.99987710429535
3114,1.97713575443516,1.99811710126176
3115,1.93943253409413,1.95424994573862
3116,1.98060692490648,1.98905175719019
3117,1.96037521544042,1.98378905828999
3118,1.99289903616721,1.95328108721706
3119,1.95960724561801,2.00799042989784
3120,1.95620999927661,1.97476270069058
3121,1.95161365055789,2.01349259225705
3122,1.99437223318808,1.97499069693089
3123,1.99942792184101,1.97280068877466
3124,1.92998965312448,1.98074838642797
3125,1.9693765923735,1.94969401358721
3126,1.98670474232906,2.01002028780539
3127,1.96874775841395,1.97912663872227
3128,1.96754938345871,1.98408361694958
3129,1.99867350635184,2.00546056452099
3130,1.9747511449057,1.97687443512053
3131,2.00430478721484,1.99989764283742
3132,1.98202491361619,1.98986185072143
3133,1.97268529505613,2.02472609957096
3134,1.99099981109114,1.95330835003502
3135,1.96735161663673,1.98476434538137
3136,1.96239397565375,2.02177280527495
3137,1.9547129953598,2.00063803147781
3138,2.00729737662192,1.95792269853061
3139,2.01645875566981,1.96976113626035
3140,1.950732023986,1.95839936058358
3141,1.98964618583768,2.00959888929865
3142,1.97964156848138,1.97612454556585
3143,1.94964803424504,1.98452734884469
3144,1.96160684562655,1.97412227843581
3145,1.97269441956667,2.00567395548613
3146,1.99049500196526,1.9658790371847
3147,1.99645392754976,1.96535068994262
3148,1.97634444276346,1.96928158526142
3149,1.97706694062023,1.98943757634978
3150,1.98135580292074,1.95759257288647
3151,2.01561324789104,1.94818212842267
3152,2.00264845303695,2.00053973821676
3153,2.01619277785436,1.98926437118016
3154,1.9852644151804,2.00907838405498
3155,1.99235602685382,2.01295703009356
3156,1.96195152590346,1.99157496755397
3157,1.96161594625002,1.97195138784126
3158,1.97748452161284,1.95379681871497
3159,1.99311447541323,1.98024463687693
3160,1.96861768661071,1.94707036695017
3161,1.93090887895806,2.0268959553656
3162,1.96982562079039,1.96279758703415
3163,1.96043490351857,1.95390376167246
3164,1.9791944169811,1.9761014380195
3165,2.01114505745569,1.99373494342065
3166,2.00372170690074,2.0012250653513
3167,1.98043656831291,2.00711699464585
3168,2.01761615873004,1.93297841221218
3169,2.02261499509371,2.00494999585198
3170,1.98865388333129,2.00249188092939
3171,2.01952252165084,1.96631106375572
3172,2.02810301656545,1.99217702380964
3173,2.01207069393783,1.98597898744766
3174,2.00072709094385,1.98471146950425
3175,1.9859026137811,1.99222341267348
3176,1.9784475000676,1.96713030386291
3177,1.99951084491733,1.94415856699743
3178,1.98683463083194,1.98098161799869
3179,1.99350232954716,1.96962876190367
3180,1.9953109629204,1.99099517928698
3181,1.9907751210701,1.96519536407691
3182,1.96082130446637,1.93870606385999
3183,1.97830108039353,1.95155076641947
3184,1.97578187043589,1.96940724786316
3185,1.97098718049715,1.99319686009442
3186,2.00625080667445,1.99686672813986
3187,1.99080913353864,1.94410932995864
3188,1.98921717875014,1.97973894084498
3189,1.94390021655623,1.9624486155411
3190,1.98217755060889,1.99334060363099
3191,1.98721836637356,1.97976687271521
3192,1.99537434980573,1.98719506285764
3193,1.95125837228347,1.96389337235356
3194,1.96462486028045,2.02267921340899
3195,1.97297820154682,2.00029736123583
3196,2.00609595537156,1.96764570109583
3197,1.99511968685103,1.96872899729016
3198,1.98642178776123,2.00324212311133
3199,1.98337474479588,1.99732890963708
3200,2.01475142251991,1.96871746240988
3201,1.96533107652689,1.97757345263627
3202,1.95110543159194,1.99664629410649
3203,1.98583738344937,1.97213041065636
3204,1.97448430776226,1.96597115301703
3205,2.01535074743422,1.9809004883085
3206,1.95497463789535,1.95237871371446
3207,2.00817656104034,1.97258547527561
3208,1.98461450424552,1.98646065836235
3209,1.99160034481268,1.99784188585172
3210,1.95321716868678,1.98116913319745
3211,1.96721519363261,1.97644930673276
3212,1.96761192114191,1.98293559881169
3213,2.00539726953446,2.00772551748564
3214,1.99782423684524,1.97182789461857
3215,1.97526059548614,1.96634765398053
3216,1.96866888768352,1.9932811719026
3217,1.9781377578877,1.99253159548859
3218,2.00641207023511,1.95308514275631
3219,1.97953935630014,1.94252730066163
3220,1.95599311253572,1.98859392062747
3221,2.01249613553527,1.98670017313
3222,1.94123266003825,1.98181515179679
3223,1.95716026896393,2.022440508508
3224,1.95967111711861,1.99761171373858
3225,1.98549732289276,1.99908778578128
3226,1.97635966501109,1.96467098670067
3227,1.97842598176087,1.99098278769963
3228,2.01113158360667,1.99321279597634
3229,1.98315080607236,1.98158390348619
3230,1.98498460032754,2.00030127349705
3231,2.00430022525854,1.97061317995648
3232,1.96419864203097,1.94843482503679
3233,1.97333327123973,1.99338829978686
3234,1.99003872589579,1.94196297382335
3235,1.99323126860891,1.95877701098808
3236,2.017661365513,1.97865295100824
3237,1.99951290672012,1.99302091669956
3238,1.97009150045322,1.99585370356488
3239,1.98853026591392,1.99611054959311
3240,1.9871591609788,1.98815915620246
3241,1.96456830089864,2.02041566745547
3242,1.9873209362776,1.95543974099985
3243,1.99354154928288,1.9433093555297
3244,2.0188242245654,1.99574584493763
3245,1.97719733135915,1.98936326002689
3246,1.9807700300945,2.00071551892078
3247,1.98012125090755,2.029186932311
3248,2.020130734464,2.02066484445893
3249,2.01646681501889,1.9667049526354
3250,1.97215048791721,1.99756694303236
3251,1.96532801171876,1.97239535858762
3252,1.95480034729928,2.0002011112449
3253,1.99267457183095,1.99039602413419
3254,1.96031680653981,2.03214941079615
3255,1.97393975400001,1.97702233862937
3256,1.95301545548494,1.98196321201571
3257,1.98216768377245,1.95201833395991
3258,1.98504181446627,1.99019282414776
3259,1.95071830833216,1.97244469233168
3260,2.00842598018436,1.99452715948605
3261,1.95167089128512,1.98655388774586
3262,1.99498482359566,2.01543265287841
3263,1.99314249831491,2.006068078842
3264,1.98207057641786,1.9856780450253
3265,1.96121636059246,1.98286410674968
3266,1.9885073980958,1.97261437826645
3267,1.96901258115037,1.95118223926016
3268,1.99833566635145,1.98852870150971
3269,1.99856834548655,2.00231488442161
