Est,SE,SE.B,Est.Numer.1,Est.Numer.0,Est.Denom,Est.True,SE.True,SE.B.True,Est.Numer.1.True,Est.Numer.0.True,Est.Denom.True,SE.h11.PMMR,SE.h01.PMMR,SE.h00.PMMR,SE.h2.PMMR,SE.q0.PMMR,SE.q11.PMMR,SE.h11.True,SE.h01.True,SE.h00.True,SE.h2.True,SE.q0.True,SE.q11.True
2.026000495,0.2413884,0.24091055,2.473389054,1.222807193,0.617266316,2.027594184,0.118412964,0.116952549,2.47042255,1.248829354,0.60248407,0.842548645,2.331106889,1.258693106,0.592439719,2.040929793,10.14696277,1.971865675,1.640405679,1.745118021,0.107125742,0.268406949,0.217249281
1.837467569,0.195815139,0.196235372,2.465656558,1.380870222,0.590370331,2.064061247,0.122794167,0.123856675,2.555080056,1.30984111,0.603295541,1.153400221,2.859914237,1.685803679,0.650431046,2.036608632,6.835518092,2.062471734,1.769469221,1.879366292,0.114445543,0.279312878,0.226755354
2.421479496,0.410701918,0.413494448,2.682189662,1.17736965,0.621446523,2.317599953,0.119157907,0.119485125,2.573787419,1.166395692,0.60726258,1.265716319,2.589763826,1.582376734,0.527821961,3.540610096,6.501512548,2.000699308,1.710587639,1.82547863,0.110400248,0.284751546,0.226573983
2.944518164,0.506075572,0.502854997,2.885752212,1.178571832,0.579782594,2.120821013,0.124176001,0.124115551,2.409582411,1.147207407,0.595229393,1.521385549,1.178527907,1.505675116,0.430756986,3.670092361,12.87691139,1.964805578,1.666158451,1.772503334,0.108075963,0.266768183,0.213104556
2.09567648,0.218540308,0.217808565,2.504305332,1.225226986,0.610341509,2.057598495,0.118062515,0.11737441,2.596075584,1.318730943,0.620793923,1.177925841,2.298319413,1.504896544,0.540680068,4.068242833,5.563316868,2.03189577,1.731096014,1.845189732,0.111608371,0.26788197,0.21719358
1.900936542,0.320577171,0.317678826,2.409706597,1.251620621,0.609218641,1.795366288,0.120974034,0.122052847,2.453698675,1.320468602,0.631197144,1.165214705,2.45706991,1.569304769,0.534911612,1.950813696,9.311689562,2.045507551,1.746044678,1.856998454,0.112615011,0.264461349,0.215251598
1.794774844,0.204584039,0.201161569,2.319666588,1.253059539,0.594284599,1.88335092,0.123530521,0.124640042,2.396282028,1.261525604,0.602519908,1.023303987,1.202494506,1.690608264,0.163037644,2.813497833,4.927116289,2.001784535,1.690596925,1.796274861,0.109955673,0.276133359,0.21650759
2.079446541,0.316254519,0.313809733,2.704484603,1.354246946,0.649325496,1.885158927,0.125752133,0.125683652,2.229860103,1.152774059,0.571350261,1.601939273,3.400780458,1.748746146,0.493112974,3.506691331,3.867648126,2.06116461,1.731753489,1.843959331,0.112493199,0.262694416,0.211391233
1.969579062,0.239374364,0.238026963,2.724062727,1.390896494,0.676878759,2.356259415,0.128514066,0.12694358,2.593536631,1.184391392,0.598043335,1.221275859,2.607409564,1.279945158,0.595054727,3.608637626,3.80284209,2.020506989,1.724941195,1.845163946,0.110392609,0.275415427,0.220703178
1.931872071,0.246346984,0.248562807,2.349693819,1.232385324,0.578355323,2.052860439,0.123144395,0.122831338,2.457108553,1.194397993,0.615098102,1.247915543,2.568537376,1.486342035,0.592368329,3.760804554,1.25368652,2.020995267,1.717419928,1.828449677,0.111244193,0.274099477,0.221631158
1.955548465,0.232672639,0.23465982,2.267331232,1.201996349,0.544775495,2.038121922,0.120462178,0.121156418,2.446524292,1.223062502,0.600288813,1.298428862,2.587886243,1.812266073,0.584344332,2.794910981,6.049384623,2.029192618,1.716057714,1.827296279,0.111138138,0.277191202,0.219006005
2.089233355,0.220878309,0.218345169,2.667446689,1.355234642,0.628083045,2.16351563,0.115112986,0.114551212,2.546946273,1.214536904,0.615853822,1.268743603,2.206929164,1.094258777,0.478983741,2.494282039,7.850985679,1.954927244,1.638470219,1.739592978,0.107363505,0.269441901,0.220000898
1.817197078,0.239475762,0.239981496,2.404298472,1.260281446,0.629550333,2.161829596,0.114990826,0.115627525,2.43575508,1.145683882,0.596749716,1.221386033,2.184994388,1.477790539,0.163961587,2.370697384,9.391354704,1.969806015,1.669853371,1.776731672,0.108423353,0.280040837,0.222245558
1.914679237,0.247691725,0.24717793,2.431203413,1.276340392,0.60316266,1.920034652,0.120651193,0.11978247,2.384280645,1.259265572,0.585934775,0.924358393,2.414147925,1.537176071,0.562620437,2.351273187,9.715684149,1.973064357,1.664332214,1.767506247,0.108454039,0.274286444,0.216557754
1.696300916,0.305747473,0.303567832,2.3027991,1.300249376,0.591021153,2.062296546,0.124198984,0.124779125,2.406115151,1.188613119,0.590362252,1.064957796,2.322199577,1.440884454,0.463842923,2.582511734,6.653891767,1.988428159,1.653824832,1.747635293,0.109395092,0.269407378,0.224011012
2.231542279,0.257624548,0.260429729,2.468965744,1.168744536,0.58265587,1.967036818,0.116722377,0.117389979,2.462789204,1.271651811,0.605549109,1.325295811,0.863595023,0.751523218,0.210012556,2.265545279,8.086982821,1.994854536,1.704640563,1.810920388,0.11046943,0.261903983,0.215130309
2.437520177,0.244594876,0.244517995,2.868947187,1.262178988,0.659181496,2.145606569,0.118282705,0.118764547,2.63761396,1.270138308,0.637337559,1.568848229,2.448410976,1.790596184,0.481848057,2.023341513,6.486214747,2.050960135,1.717528432,1.820126158,0.112378783,0.27442911,0.216679754
2.170342716,0.257730686,0.256468753,2.299072694,1.14096637,0.533605276,1.851464904,0.120946662,0.122275263,2.491247708,1.356428447,0.612930474,1.015908002,2.3393431,1.44340022,0.547126313,3.462009472,6.158887669,2.062146006,1.778719671,1.901158611,0.113583668,0.27586594,0.21847536
1.946714231,0.214057758,0.212764287,2.479865865,1.291022684,0.610692192,1.953743742,0.119506934,0.11868218,2.442163865,1.274735456,0.597534049,1.091481719,1.63040415,1.492442131,0.430657181,2.640693034,7.120368307,2.030461807,1.693059568,1.801842569,0.11014902,0.269238595,0.212545607
1.803917973,0.26893639,0.269512647,2.529789078,1.340580377,0.659236573,2.14247971,0.115276175,0.115087564,2.627580339,1.278459796,0.629700499,1.413694667,2.381696156,1.343651808,0.440817787,3.546739842,4.353419044,2.013444859,1.731944982,1.842492265,0.111752069,0.260607674,0.212313556
2.217596556,0.253208326,0.254927144,2.624501445,1.215576932,0.63533852,2.337877278,0.122634946,0.121033964,2.59151006,1.186113168,0.601142286,1.049026452,2.615291786,1.408255764,0.615510493,3.143190612,9.023400635,1.998402786,1.686237093,1.796768748,0.109059675,0.262617371,0.211474997
2.276904416,0.315556185,0.315393385,2.248868237,0.997829491,0.549447196,1.858785157,0.11824776,0.118477306,2.431052076,1.296586145,0.610326549,0.877904611,2.214431194,1.205140564,0.453483761,3.989679445,7.599081709,1.94494291,1.63670451,1.744835337,0.105947007,0.270265134,0.213795301
2.142018737,0.205504428,0.205376131,2.53019644,1.183436826,0.628733816,2.038076507,0.121701667,0.120458203,2.582037508,1.317208431,0.620599409,1.06251807,2.110162139,1.698257762,0.318869487,1.958119594,8.460806982,2.026613478,1.701048174,1.811197365,0.110435501,0.273762949,0.214430214
2.245887081,0.19952156,0.197987883,2.581604791,1.228560986,0.602454066,1.966365783,0.123780375,0.123175497,2.381302398,1.186981158,0.60737491,1.103006512,1.822647428,1.342995246,0.553391793,1.789209421,6.150143293,2.05191283,1.760969714,1.885796757,0.112355597,0.271983205,0.222406254
1.830876216,0.262991279,0.25957131,2.40998673,1.254707525,0.630997986,2.052543103,0.123279195,0.124435872,2.522359949,1.264833396,0.612667549,1.550036596,2.549381846,1.485276976,0.50840664,4.026644555,5.482442814,1.968307151,1.677483209,1.787086705,0.108634298,0.278724616,0.216131677
1.764188148,0.289968317,0.287474535,2.41968752,1.33373059,0.615556187,2.078468967,0.123176677,0.123758828,2.503028669,1.238357939,0.608462647,1.584159035,2.469677994,0.608536728,0.415196763,1.755643303,8.832257165,2.019439182,1.693611367,1.802028694,0.109985131,0.275455946,0.221232036
2.283250761,0.294001279,0.292119555,2.793175829,1.312262128,0.648598799,1.968002713,0.119506848,0.119367105,2.572118535,1.312413749,0.640093013,1.425268373,2.879089628,1.237262865,0.456078136,2.259478455,7.104602589,2.030173352,1.721584248,1.830519924,0.111645333,0.265256708,0.216469489
2.30293794,0.593607154,0.592267734,2.638337164,1.221881829,0.615064484,2.126032841,0.119252571,0.118912092,2.53384487,1.230900788,0.612852284,1.488876088,1.679174713,1.105563053,0.410826702,4.347490062,15.38303259,2.017772742,1.698592834,1.80289104,0.110907441,0.278846153,0.21847661
2.052048731,0.18241012,0.183822657,2.585030613,1.295884688,0.628223836,1.931970974,0.118165014,0.116933878,2.422129503,1.252755738,0.605275018,0.867482069,1.605699854,1.936683183,0.352014702,2.170578055,5.652380838,2.026059458,1.708617435,1.812976218,0.111388616,0.276392658,0.218211223
2.032259269,0.345870592,0.33787881,2.37846333,1.220272619,0.569903028,2.104942246,0.1254554,0.126135776,2.422948769,1.171939947,0.594319784,1.448743522,2.169896853,1.558000464,0.56655863,2.953258127,7.522864842,2.041029487,1.724889324,1.830863319,0.112397061,0.27589263,0.219271253
1.639475911,0.203335248,0.203295474,2.345422333,1.320702171,0.625029105,2.135088799,0.115251013,0.115472098,2.667576537,1.302551427,0.639329432,1.205593387,1.747374519,1.155420696,0.356537226,2.031191332,5.92461489,2.007820696,1.698496003,1.808664053,0.110142808,0.282310219,0.225401192
2.289318212,0.34820707,0.344429286,2.53321761,1.238284376,0.565641433,2.091296196,0.12347723,0.123674585,2.496689152,1.218248803,0.611314816,0.999904511,2.561303411,1.196092879,0.478849803,4.101334745,4.315851112,2.007370935,1.719233167,1.831692714,0.111007515,0.271837246,0.218874941
1.77373204,0.209738037,0.207844361,2.522709876,1.392994211,0.636914505,2.110993109,0.120316934,0.121087785,2.609723414,1.291291775,0.62455516,1.573740832,2.112221348,1.450779714,0.536345508,1.379425817,6.570220508,2.024121407,1.744544179,1.858252063,0.112485509,0.283737998,0.219619831
1.627513603,0.474042952,0.470160899,2.087437435,1.228473137,0.527777032,1.956486462,0.120319502,0.120909619,2.514775346,1.317444889,0.611979934,1.390130779,2.38376083,1.383340351,0.553820428,3.451546379,14.04027947,2.024459724,1.726386149,1.834034507,0.111879901,0.275869285,0.21702534
1.235198583,0.377655191,0.376597318,2.23195742,1.38842638,0.682911276,2.061186014,0.12192146,0.121794211,2.510486759,1.267390147,0.603097733,1.264218308,1.571573047,1.535550694,0.520451231,2.842293015,11.6831747,2.070809728,1.726424559,1.830622867,0.11299732,0.272904782,0.223291851
1.83278312,0.192769989,0.190744311,2.572718289,1.374609719,0.653709955,2.029031576,0.116736096,0.116804745,2.590204756,1.29956466,0.636086748,1.470034637,2.368919306,1.542299355,0.528195182,2.740244495,6.11246842,2.042995733,1.714761675,1.821100814,0.111702629,0.268029242,0.214208079
1.985638878,0.239634979,0.237502445,2.491323744,1.264702263,0.617746507,1.930432931,0.125355952,0.124916311,2.317987632,1.181547025,0.588697276,1.484794986,2.510225352,1.635156902,0.537137728,4.184323131,4.932194746,2.071718001,1.73697258,1.844397041,0.113338256,0.273312304,0.216978108
2.059935647,0.129715638,0.129736585,2.329642225,1.146932145,0.574149043,2.035993206,0.119533763,0.120187091,2.43000363,1.206555858,0.600909555,0.641521073,2.21067712,1.517363152,0.521903297,2.899624203,3.94718654,2.002932555,1.681436192,1.785893841,0.109735274,0.271802816,0.218299876
2.09847285,0.202429176,0.205497061,2.777198888,1.380197603,0.66572283,1.955592962,0.125664781,0.124274254,2.431565772,1.225926797,0.616508138,0.979192898,2.727915347,1.584777556,0.673638101,2.442081626,6.60479576,2.047201752,1.767987571,1.882258984,0.113376469,0.271891668,0.218292117
1.906123297,0.272321105,0.272655335,2.430903733,1.246004994,0.621627542,2.069703056,0.116995595,0.116945801,2.509068713,1.232500178,0.616788254,1.298286193,2.935551319,1.670578995,0.655335332,3.228168774,8.313151899,2.000537431,1.680965391,1.785486773,0.109765438,0.269977779,0.218802844
2.310307045,0.358275258,0.356527925,2.476749664,1.244444048,0.533394736,1.731783475,0.118830944,0.118944175,2.406557784,1.353964551,0.607808799,1.541050984,2.73297301,1.282991431,0.540253516,4.466125011,6.062164399,2.025217974,1.724548833,1.830913868,0.111959528,0.268959421,0.212266482
2.235958577,0.249024539,0.247351769,2.594783396,1.216093607,0.616598985,2.143676658,0.119073934,0.119738062,2.577257902,1.258448263,0.615209217,1.16444152,2.411675125,1.140626832,0.550231794,2.718329896,8.047439095,1.974511538,1.671735041,1.784339925,0.107969906,0.271383503,0.224433836
1.372605396,0.340396687,0.340830722,1.979924817,1.248829719,0.532633123,1.883742349,0.121955986,0.120894836,2.372488052,1.262975799,0.588993635,1.01378922,2.414416715,1.480972492,0.451148002,4.280410462,7.238228032,2.071378068,1.803606206,1.923317293,0.115339684,0.265206796,0.213047692
1.851108398,0.195350078,0.193213108,2.265308949,1.173195663,0.58997803,2.060475305,0.120974681,0.122188817,2.466425546,1.239294819,0.595557115,1.094893986,2.544840682,1.65781048,0.64647594,2.919090971,4.664323378,2.036061342,1.698185151,1.804187992,0.110922623,0.280722203,0.215981499
2.322935336,0.338091677,0.341519436,2.560654869,1.210112294,0.581394821,2.041205344,0.121820351,0.122399611,2.526926956,1.278355027,0.611683647,1.63805309,3.210970664,1.177534994,0.567124801,3.876949339,7.279268612,2.072139789,1.756144683,1.86375804,0.114148474,0.270134079,0.221339238
2.052412853,0.226717695,0.225887136,2.528267331,1.230146548,0.632485214,2.10327278,0.117614786,0.116860424,2.628297262,1.305964685,0.628702368,1.275887538,2.370083218,1.579777998,0.53201429,3.198575086,4.99532205,2.001578591,1.698232173,1.803501628,0.110314717,0.268957697,0.220603925
1.924016909,0.256262293,0.255911062,2.508880722,1.286383,0.635388243,2.038320281,0.121627674,0.120490704,2.519747418,1.270462618,0.612899165,1.108509531,3.010905671,1.795264757,0.504147809,2.354546222,9.400143253,1.978623512,1.662435632,1.765937558,0.108502746,0.276152942,0.222770165
1.595159147,0.451589929,0.448034115,2.170182136,1.271022438,0.563680244,1.932789962,0.113138369,0.113531021,2.517160126,1.322299977,0.618204861,1.269338754,1.716566006,1.491352478,0.378515466,4.150550627,12.08077201,1.975761611,1.72935721,1.840502087,0.111123086,0.276837187,0.222551681
2.184040862,0.260890222,0.262566506,2.420156468,1.148060466,0.582450642,2.185721231,0.127591044,0.12692105,2.313582646,1.062838822,0.572233918,1.407745005,1.894607398,1.38792463,0.418715928,2.202042088,5.956091964,1.997168865,1.685506129,1.790300197,0.109742866,0.273316363,0.223365015
2.106413957,0.240038534,0.239179838,2.281578291,1.026256382,0.595952142,1.955760024,0.117286276,0.116676374,2.510132354,1.315198584,0.610981795,1.53534338,2.001851542,1.841148936,0.398248412,2.538242627,5.049206871,1.981069005,1.69843019,1.803092321,0.110156745,0.271201054,0.220155042
2.263353974,0.25029606,0.249717641,2.622037211,1.285656657,0.590442577,1.794922794,0.119650268,0.1199413,2.3549967,1.267418825,0.605919028,1.192264583,2.040618718,1.526896638,0.647699989,1.235251515,8.448935784,1.996714462,1.670480466,1.776217371,0.108791603,0.267930801,0.21820463
1.7787764,0.219572908,0.220443975,2.39403617,1.285591482,0.623150098,1.865435653,0.12027429,0.1206371,2.501534637,1.349899084,0.617354745,0.967475534,1.974894521,1.578379198,0.483771767,3.194517661,6.341539288,1.980758665,1.683841971,1.790589472,0.109167831,0.277147988,0.215233224
2.300434928,0.236011042,0.234417,2.450120933,1.067930812,0.600838609,2.031732399,0.121880672,0.122439271,2.498639144,1.260536031,0.609382965,1.389275262,2.181362107,1.899237767,0.718434541,2.506850902,4.52044184,2.022438528,1.729956703,1.841061987,0.111812807,0.268340462,0.216511883
2.300734889,0.220971095,0.218807614,2.630993914,1.258703096,0.596457604,1.898636325,0.117243623,0.116307204,2.407253974,1.271449181,0.598221353,1.234834046,1.913453422,0.939689822,0.525404696,2.001826026,6.083846502,1.958355313,1.641567704,1.746161417,0.107012497,0.267511319,0.222353138
2.013102644,0.158931937,0.159749277,2.501873843,1.265065579,0.614379136,2.070354559,0.123855752,0.125259568,2.409613712,1.197516091,0.585454127,1.109768537,2.20177578,1.242561619,0.512111215,1.506745256,4.842428744,2.025872411,1.696078219,1.804978319,0.110311933,0.277429846,0.226626834
1.950147921,0.165601273,0.166382226,2.486395493,1.275577005,0.62088546,2.122423904,0.122070328,0.122006076,2.611495371,1.289427616,0.622904667,0.787994173,2.411508183,2.063374029,0.593872477,1.843975287,5.065891736,2.083179729,1.753621326,1.866704564,0.113702182,0.267220915,0.217004864
2.280048675,0.262263942,0.261583027,2.971591438,1.378033357,0.698914062,1.913163236,0.111480067,0.110845326,2.521474275,1.310092538,0.633182634,1.447597799,2.226045996,1.5678838,0.551479244,3.497820109,6.81851316,2.017755751,1.699131045,1.802545256,0.111000669,0.271638317,0.222805607
2.232417968,0.224623531,0.226015478,2.595178252,1.183702351,0.632263278,2.062768224,0.121029569,0.122262849,2.43696599,1.178664097,0.610006436,0.999221966,1.158216467,1.038739822,0.372452344,2.994597031,9.551688546,2.009462471,1.705691159,1.811001052,0.11089002,0.267023882,0.221101745
1.964488259,0.318500612,0.315138338,2.622090406,1.369005021,0.637868605,2.083620261,0.121578074,0.121402979,2.523988863,1.248148472,0.612319056,1.23461071,1.614783498,1.232469964,0.421833312,3.51578718,8.07423274,2.011969679,1.763705145,1.878888012,0.112973134,0.281028568,0.216081079
2.292969996,0.214669176,0.213919933,2.78804976,1.315280352,0.642297723,2.052248771,0.114665937,0.115734673,2.541066196,1.274751426,0.617037655,0.844978513,2.082641249,1.619430072,0.290578057,2.466505149,6.072257726,1.992188667,1.658093814,1.760678834,0.108548524,0.264201766,0.212401422
1.844016215,0.217953916,0.218268269,2.121833065,1.105151872,0.551340701,2.044471576,0.122453168,0.122033405,2.582176176,1.307755092,0.623349866,1.100708579,1.959712324,1.703462775,0.44587775,2.600868252,5.105550715,2.11829338,1.812814583,1.935073272,0.116266256,0.274777138,0.221572213
2.241528062,0.305764234,0.306534239,2.502032708,1.165858738,0.596099595,2.130219989,0.119943488,0.11992078,2.463023282,1.176649885,0.603868804,1.196315791,1.945412912,1.132405833,0.459046711,1.16684019,11.26537945,2.032364302,1.672437773,1.770561643,0.110334467,0.282260141,0.222211957
2.373612609,0.392251077,0.389912047,2.50097673,1.10058449,0.589983485,2.216641062,0.120902195,0.121359119,2.576777319,1.199908266,0.621151109,1.647781025,2.653639209,1.394700497,0.653624573,3.318676795,9.34559397,1.988438622,1.659668837,1.765058696,0.108321152,0.275289285,0.226437248
1.684057503,0.399397497,0.401942589,2.259770718,1.269605348,0.58796411,2.062480459,0.117519426,0.116393533,2.479534976,1.212317431,0.614414328,1.277310106,2.335706122,1.567438594,0.56267951,4.505749083,11.75762124,2.024751711,1.701137368,1.806303047,0.110833506,0.276819089,0.224112537
2.030992267,0.139607548,0.13942297,2.496273688,1.251835362,0.612724305,1.873126931,0.121084384,0.120161336,2.454998893,1.320669313,0.605580733,1.132016473,1.832861727,1.08148055,0.439062224,1.737311412,3.393522571,2.06203325,1.764067706,1.880551566,0.113637452,0.273172914,0.215831326
2.213865234,0.22343695,0.223399742,2.586449114,1.196199349,0.627973981,2.14982248,0.121662315,0.122174713,2.538069339,1.221307826,0.612497787,1.36762001,2.86526618,1.727907556,0.641854039,4.203785751,4.551653035,2.027505672,1.775524599,1.886535461,0.114020969,0.276988583,0.222116013
1.62766525,0.270935274,0.272148286,2.475343011,1.384343148,0.67028516,1.978032796,0.116245666,0.116025514,2.603604429,1.366358141,0.625493313,1.391619986,2.645438007,1.566938846,0.512260028,3.486514027,5.948617994,2.002298831,1.695540109,1.801971056,0.110076966,0.271382889,0.216976958
1.705902273,0.386825981,0.384661869,2.174225788,1.193088757,0.575142578,1.984759027,0.121314372,0.120857613,2.427558245,1.232176739,0.602280423,1.316543131,2.254281782,1.564001857,0.558967612,2.523927021,11.20309692,2.003179658,1.744084993,1.859875843,0.111646266,0.274653398,0.214077086
2.069060035,0.126610006,0.127311386,2.565776871,1.264149253,0.629091276,2.229213978,0.124384406,0.123712147,2.477865936,1.153661035,0.594023236,0.898154318,2.083091553,1.438855008,0.463137845,2.707226442,3.529397581,2.013814538,1.718485392,1.827613589,0.111185714,0.279130045,0.221446384
1.993918947,0.200971497,0.199143187,2.236704342,1.095786806,0.572198553,1.882556807,0.118797002,0.119317501,2.358696536,1.237305254,0.595674605,1.302477054,1.306582791,1.177733705,0.415732296,1.995348876,5.754625681,1.999112817,1.715858229,1.822039775,0.111094389,0.272695988,0.221654065
2.588384697,0.414210042,0.408913208,2.175800309,0.842633421,0.515057475,1.998495744,0.121687706,0.121751589,2.38025609,1.198969299,0.591087969,1.518562654,2.217029816,1.573809812,0.495255011,3.321507204,7.515837907,2.001074913,1.707887355,1.813159017,0.110812703,0.2733735,0.21888643
2.089432437,0.242618703,0.243186719,2.587372142,1.327568517,0.60294059,1.910565917,0.122467785,0.121756999,2.524404421,1.345720079,0.61692943,1.324172472,2.88531774,1.718878619,0.626979856,2.960608191,6.210185499,2.040405684,1.745360388,1.856049778,0.112897848,0.275643087,0.222815207
1.743438027,0.330688382,0.329191567,2.429735917,1.356121415,0.615803078,2.002365789,0.1170093,0.117275263,2.495610658,1.256958313,0.61859444,1.286477971,2.11104845,0.991029853,0.339972673,3.446158493,9.474018228,2.000800961,1.712157776,1.827807446,0.109900913,0.265094879,0.215365978
2.067098472,0.265490853,0.26318982,2.395923885,1.144020679,0.605633076,2.221531091,0.116980426,0.116791792,2.665654054,1.269388642,0.628514909,1.566504571,2.366965714,1.318843069,0.50656834,3.599808273,5.377284173,2.011629081,1.710824304,1.819603201,0.11083226,0.274166607,0.220537457
1.920249267,0.236211242,0.236222373,2.214128308,1.085342633,0.587832889,2.163415348,0.12241938,0.122796852,2.504095835,1.18302678,0.610640512,1.149509359,1.280484045,1.413339662,0.484081198,1.919571418,8.856654729,2.004868597,1.665086641,1.77287177,0.108598175,0.273929107,0.215327922
1.766709685,0.209336348,0.209084779,2.149209167,1.163066056,0.558180622,1.711055642,0.119584086,0.119872127,2.215966653,1.228292459,0.577230904,0.924175044,2.201463107,1.917468001,0.632984086,1.414068267,6.010161718,1.956522576,1.654447152,1.757852822,0.107841775,0.273338321,0.213815212
2.201921942,0.251132219,0.251519264,2.53942504,1.244377882,0.588143991,1.912501807,0.122865793,0.123535768,2.471041237,1.29646182,0.614158592,1.323164333,2.174362626,1.364908456,0.59667562,3.449768444,6.513137582,2.056997885,1.727545909,1.835292544,0.11236235,0.283561539,0.225947494
1.966261138,0.311508341,0.31298223,2.572608808,1.349182905,0.622209268,2.041808613,0.117450496,0.117093054,2.562842693,1.310322034,0.613436857,1.68321024,2.773772196,1.571358654,0.530061934,3.361254294,7.742148527,1.972827843,1.691379403,1.79266226,0.110147216,0.282966294,0.220403608
1.415617924,0.460990906,0.465833908,1.939010493,1.138965369,0.565156113,1.801172921,0.123476901,0.122779991,2.414705124,1.304998595,0.616102161,1.308809241,2.352453754,0.937966754,0.155702479,2.808883398,12.85740256,2.073548811,1.763191901,1.872767917,0.114253123,0.273703661,0.218087347
2.066926161,0.331941534,0.327110275,2.318646018,1.176344905,0.552656952,2.214708862,0.134970581,0.134029062,2.329070055,1.081358351,0.563375045,1.265176965,1.294501172,1.076092346,0.267491018,3.809961382,8.725362421,2.061973708,1.750677618,1.865902945,0.113082666,0.270983581,0.222699953
1.763517698,0.264911321,0.261957385,2.212945382,1.244707751,0.54903766,1.952688991,0.116922728,0.11653279,2.50633204,1.316573748,0.609292262,1.454250447,1.967509147,1.512763397,0.483235298,3.767255091,4.446944419,1.99951451,1.696809412,1.802086431,0.110367559,0.282743003,0.219464688
1.79140485,0.226081438,0.225554986,2.668578725,1.496648717,0.654196068,1.964084521,0.117399397,0.117404749,2.538962248,1.328343722,0.616378019,0.996467853,2.326520181,1.579744031,0.529228797,3.65378106,8.523454303,2.036613373,1.710674275,1.81408086,0.111660785,0.278751168,0.219436504
