Est,SE,SE.B,Est.Numer.1,Est.Numer.0,Est.Denom,Est.True,SE.True,SE.B.True,Est.Numer.1.True,Est.Numer.0.True,Est.Denom.True,SE.h11.PMMR,SE.q11.PMMR,SE.h11.True,SE.q11.True
1.765316631,0.33308204,0.331952632,2.476656266,1.323316068,0.653333333,1.879181929,0.153698061,0.154623536,2.551048261,1.323316068,0.653333333,1.323204787,9.171550747,1.975715089,0.049990952
1.854007277,0.263872286,0.264675082,2.367522111,1.239667684,0.608333333,1.928270911,0.168560863,0.168872673,2.412699155,1.239667684,0.608333333,0.871815159,7.658340882,2.015170206,0.050065946
2.313926697,0.196183612,0.19569592,2.475977114,1.157038897,0.57,2.164059776,0.180727727,0.180013141,2.390552969,1.157038897,0.57,0.64864676,4.022024033,2.01491464,0.051192171
1.810660299,0.338619907,0.3391942,2.361408119,1.271994173,0.601666667,1.951579321,0.166028793,0.168100742,2.446194398,1.271994173,0.601666667,1.141825131,9.187548861,2.004827759,0.050935432
1.803251133,0.344521369,0.344641361,2.47382024,1.340777444,0.628333333,1.919701522,0.162476501,0.164457459,2.546989901,1.340777444,0.628333333,1.283723097,9.575296376,2.06493407,0.052454055
1.542338269,0.307057744,0.306817976,2.156278605,1.246299026,0.59,2.029113323,0.180148153,0.180909628,2.443475887,1.246299026,0.59,1.469028542,7.36001062,1.951960749,0.050684903
2.078012758,0.298537275,0.299910426,2.506275751,1.228297905,0.615,2.111370231,0.160270118,0.161468046,2.526790597,1.228297905,0.615,1.113831236,7.45098016,2.082969823,0.05067977
2.133246285,0.224411102,0.2259567,2.514097086,1.248370957,0.593333333,2.127717074,0.172815736,0.174292887,2.510816421,1.248370957,0.593333333,1.112767863,5.07744459,2.025570321,0.050558784
1.986547389,0.184498703,0.185008029,2.414365707,1.195949975,0.613333333,2.02458327,0.170517906,0.171445054,2.437694381,1.195949975,0.613333333,1.219751395,2.839397596,2.04455593,0.05194079
2.261332926,0.240346162,0.23940483,2.787476965,1.325148339,0.646666667,2.012932155,0.159701258,0.161194201,2.626844466,1.325148339,0.646666667,1.062201351,5.273541087,2.018397145,0.051125804
1.746957569,0.19831856,0.196635497,2.206392595,1.204803589,0.573333333,1.896338395,0.179529697,0.182069057,2.292037602,1.204803589,0.573333333,0.890771271,4.556653641,2.016173552,0.049702772
1.414744201,0.319796953,0.321062166,2.137032175,1.238669607,0.635,1.763243282,0.151083559,0.151265593,2.358329092,1.238669607,0.635,1.170588094,8.671328307,2.024723563,0.04888809
2.37066564,0.30471781,0.303947759,2.592366385,1.17391811,0.598333333,2.089206083,0.169431821,0.16747216,2.42395975,1.17391811,0.598333333,0.970261151,8.874600256,1.9998155,0.050209618
2.48736181,0.287908342,0.290417597,2.770497058,1.203459117,0.63,2.308187524,0.165387972,0.16530895,2.657617257,1.203459117,0.63,1.635493764,5.44104998,1.960552996,0.051705812
2.504103306,0.344202443,0.344300302,3.094617708,1.39182746,0.68,1.948794644,0.154182537,0.153399874,2.717007818,1.39182746,0.68,1.258186017,8.803720979,1.980144244,0.050662946
1.945713716,0.349224757,0.352796287,2.414912292,1.260455487,0.593333333,1.835364721,0.16159855,0.160810857,2.349438555,1.260455487,0.593333333,1.066340568,10.06758976,1.983685225,0.050500694
2.058442264,0.283824216,0.283635522,2.522803966,1.294600082,0.596666667,1.950840209,0.173619513,0.175465403,2.458601407,1.294600082,0.596666667,0.9618441,8.217618619,2.056296397,0.051573594
1.561427135,0.312894614,0.316112637,2.324455196,1.322539451,0.641666667,1.929684448,0.159530172,0.159626078,2.560753638,1.322539451,0.641666667,1.236521786,7.164370775,2.034708812,0.050738311
1.678824761,0.391634081,0.392137627,2.273164845,1.240687617,0.615,1.874920877,0.160556439,0.15968984,2.393763956,1.240687617,0.615,1.395900791,9.311905414,2.029947086,0.051552287
2.059414546,0.401298252,0.402840972,2.365215702,1.201646483,0.565,2.148417832,0.182434766,0.1806446,2.415502558,1.201646483,0.565,1.497021025,9.155626584,2.039767317,0.052588126
1.898917009,0.349995415,0.350721258,2.297789498,1.209077079,0.573333333,1.885370089,0.170410637,0.169358242,2.290022597,1.209077079,0.573333333,0.967559171,10.12919636,1.949586319,0.050250338
1.857436584,0.27990414,0.277578907,2.414255472,1.265740517,0.618333333,1.862029495,0.164718849,0.16575164,2.417095421,1.265740517,0.618333333,1.358878247,6.702780246,2.074857652,0.050585664
1.990504525,0.242680934,0.243579743,2.668607018,1.358191539,0.658333333,1.73747749,0.152621235,0.153284249,2.502030887,1.358191539,0.658333333,1.209775684,5.76096693,2.034330817,0.048600362
2.077030256,0.321404355,0.315686721,2.349669319,1.207302679,0.55,2.213685496,0.187057422,0.187071536,2.424829701,1.207302679,0.55,1.228626579,5.696275868,2.002247174,0.048594703
2.329041773,0.291507299,0.291265717,2.82306033,1.359645749,0.628333333,2.03030513,0.164024284,0.164720204,2.635354139,1.359645749,0.628333333,1.000110168,8.108243096,2.023134611,0.051675593
1.841263203,0.180690553,0.182225657,2.421562952,1.289186082,0.615,1.830045266,0.158721909,0.158133857,2.41466392,1.289186082,0.615,0.69076469,4.103873976,1.980607208,0.051507214
2.208338417,0.332792201,0.334016605,2.465152373,1.191677219,0.576666667,1.957749903,0.173590042,0.17277365,2.320646329,1.191677219,0.576666667,1.355249097,7.392954852,2.031677151,0.050351638
2.356378198,0.36820579,0.369893226,2.646416657,1.220807847,0.605,2.185963103,0.172558092,0.171086603,2.543315525,1.220807847,0.605,1.242122618,8.941559739,2.053446865,0.051992394
1.97667387,0.211602761,0.213469399,2.348393353,1.1722724,0.595,2.289657008,0.173617295,0.173052468,2.53461832,1.1722724,0.595,1.200584086,4.436318568,1.997192731,0.05122169
2.146011159,0.375059615,0.372955279,2.534904635,1.232991198,0.606666667,2.227024789,0.176093329,0.17585304,2.584052903,1.232991198,0.606666667,1.378990158,10.65156275,2.017448599,0.050644281
2.089271847,0.229518092,0.229016352,2.509903709,1.280715439,0.588333333,2.000643393,0.174735421,0.174036826,2.457760635,1.280715439,0.588333333,1.394959379,3.808022935,2.018699106,0.049450037
1.503100325,0.300850082,0.30299451,2.40637587,1.414329655,0.66,1.7599528,0.155949023,0.156527563,2.575898503,1.414329655,0.66,1.575811551,7.43308022,2.110898061,0.050269534
2.087583422,0.201039547,0.199878965,2.309060189,1.084344582,0.586666667,2.120875597,0.17450873,0.173266076,2.328591599,1.084344582,0.586666667,1.401165833,2.878798947,2.038392028,0.051040831
1.090881258,0.283592774,0.286892704,2.1262375,1.413528412,0.653333333,1.958580825,0.155627681,0.154819635,2.693134551,1.413528412,0.653333333,1.258974597,7.079162846,1.968803204,0.051241501
2.351800998,0.338859697,0.333446514,2.706270168,1.275591228,0.608333333,1.969417076,0.168048949,0.169653962,2.473653282,1.275591228,0.608333333,1.404573932,6.107576769,1.997336612,0.051125718
2.078573803,0.19797573,0.199284364,2.625546007,1.32297309,0.626666667,2.183926726,0.166252791,0.165836572,2.691567172,1.32297309,0.626666667,1.365294531,3.066514267,2.012509893,0.049566035
1.846781524,0.238929541,0.240304436,2.479128168,1.30949987,0.633333333,1.909194063,0.157789918,0.156246738,2.518656109,1.30949987,0.633333333,0.962793,5.29721391,2.033333447,0.050165352
1.803914991,0.259900958,0.261234389,2.468936837,1.320444293,0.636666667,2.038584714,0.163579756,0.162364779,2.618343227,1.320444293,0.636666667,0.867870568,7.018605606,1.957542806,0.050277888
1.885705265,0.216600008,0.21987387,2.405141263,1.23914684,0.618333333,2.008561815,0.171359077,0.170658942,2.481107563,1.23914684,0.618333333,1.448863678,4.339508457,2.043404189,0.049582008
1.896101218,0.273264702,0.272164131,2.490199145,1.28933504,0.633333333,1.952324714,0.159954963,0.160276747,2.525807359,1.28933504,0.633333333,1.359063134,6.046302855,2.006503662,0.050569983
1.701533749,0.401376945,0.400645783,2.263034114,1.242113865,0.6,1.828592208,0.168835702,0.170763066,2.339269189,1.242113865,0.6,1.620483921,8.313931594,2.020888184,0.050925952
1.903259187,0.276683208,0.277751001,2.536838987,1.321925206,0.638333333,1.992489747,0.156194902,0.156405172,2.593797828,1.321925206,0.638333333,1.240159144,8.586993056,1.968906871,0.051006931
1.721302458,0.366989522,0.364247787,2.282538221,1.261232096,0.593333333,2.219506029,0.178248337,0.1776413,2.578139006,1.261232096,0.593333333,1.320156479,8.533536898,1.959588976,0.052539225
1.951844699,0.201175781,0.203209867,2.424654412,1.260053742,0.596666667,1.827772403,0.168356148,0.170444808,2.350624609,1.260053742,0.596666667,0.621981151,5.249716744,1.993436235,0.05064686
2.076191163,0.293854786,0.293544211,2.632613352,1.3211526,0.631666667,1.901395646,0.160635813,0.16051041,2.52220085,1.3211526,0.631666667,0.89522576,8.589959608,1.975971757,0.050239932
1.877873659,0.33341887,0.333337151,2.644856393,1.402329988,0.661666667,1.940843567,0.156742899,0.158597154,2.686521482,1.402329988,0.661666667,1.382368202,8.495238384,2.115623285,0.051125091
1.842010015,0.229749396,0.228549521,2.244933925,1.164288049,0.586666667,1.824958449,0.169055366,0.169585712,2.23493034,1.164288049,0.586666667,1.611022303,3.375460334,2.066149373,0.049276674
1.717840213,0.378376588,0.37932097,2.308828881,1.255220217,0.613333333,1.980904759,0.166506196,0.165784728,2.470175135,1.255220217,0.613333333,1.126791495,11.29401389,1.978959728,0.051108979
2.175304976,0.261400089,0.260722643,2.579649071,1.241836511,0.615,2.304591922,0.171545369,0.170134813,2.659160543,1.241836511,0.615,1.570888462,4.846543002,1.952675217,0.050815199
2.340703405,0.194898314,0.19537983,2.556421145,1.198813171,0.58,2.288840412,0.180369909,0.178929227,2.52634061,1.198813171,0.58,0.816870738,4.090883262,2.020166964,0.05013365
2.292047811,0.357629195,0.358034338,2.470717094,1.168069921,0.568333333,2.294361636,0.184533441,0.185150879,2.472032118,1.168069921,0.568333333,1.134372625,7.078136581,2.041183318,0.051789761
1.872565493,0.175284989,0.176133167,2.401387396,1.246638675,0.616666667,1.974244372,0.166300484,0.165395398,2.464089371,1.246638675,0.616666667,1.36054502,1.934422627,2.032138759,0.051469237
2.335336091,0.270191921,0.271150187,2.723680867,1.287449171,0.615,2.077441633,0.16671197,0.165390342,2.565075775,1.287449171,0.615,1.671181347,4.674452373,2.034030491,0.052263464
1.522641816,0.299483923,0.299318464,2.151645456,1.19999432,0.625,1.976915303,0.155817409,0.15794404,2.435566385,1.19999432,0.625,1.298611078,7.805419452,1.984305752,0.051310937
2.435085716,0.240908822,0.241032017,2.636512677,1.195753629,0.591666667,2.232311638,0.177805925,0.176674514,2.516538015,1.195753629,0.591666667,1.319968701,3.563733078,1.986531311,0.051292564
2.121203688,0.304401923,0.304784447,2.499862771,1.2129992,0.606666667,2.030356541,0.171312271,0.170789948,2.444748835,1.2129992,0.606666667,1.433475432,6.681336353,2.105770301,0.049674294
2.134276612,0.184753453,0.185603434,2.381918114,1.154709062,0.575,2.05084313,0.175850886,0.174941963,2.333943862,1.154709062,0.575,1.063355466,2.684769466,2.026013043,0.049940769
1.831987279,0.186818386,0.188041793,2.338833087,1.221320847,0.61,1.971715348,0.16689947,0.164769041,2.424067209,1.221320847,0.61,1.29043782,3.130595181,2.004591212,0.052071117
2.093109827,0.228826495,0.230093847,2.675083472,1.335493183,0.64,2.125800439,0.165233185,0.165376462,2.696005464,1.335493183,0.64,1.435690653,5.288086335,2.01210035,0.050605789
1.954393109,0.252037499,0.252196489,2.561826151,1.333815814,0.628333333,1.996082689,0.160117396,0.158914657,2.588021104,1.333815814,0.628333333,1.498145204,4.351313784,2.0180362,0.050200957
2.006119517,0.369468622,0.369415211,2.45784871,1.237459337,0.608333333,1.979611959,0.164829736,0.1643737,2.441723279,1.237459337,0.608333333,1.469281422,6.605647582,1.941741758,0.052044999
2.221712877,0.337231804,0.338260092,2.721312779,1.295713683,0.641666667,1.998609635,0.158500698,0.157247043,2.578154865,1.295713683,0.641666667,1.368746459,7.025452471,2.043315492,0.050790366
2.264638986,0.246106905,0.249311134,2.438295713,1.121030703,0.581666667,2.146796316,0.170819059,0.16984505,2.36975056,1.121030703,0.581666667,1.30701739,4.522105682,1.985162288,0.051084348
2.266194555,0.2992882,0.297991062,2.516970363,1.187469558,0.586666667,2.036609582,0.17452269,0.173870891,2.382280512,1.187469558,0.586666667,1.472158536,6.081954794,1.975495591,0.052047515
2.176989892,0.295654647,0.295474319,2.445312834,1.146375532,0.596666667,1.99149596,0.170846029,0.172110446,2.334634788,1.146375532,0.596666667,1.235578498,8.34592441,1.99109862,0.050357297
2.003829451,0.394147186,0.388485295,2.56317932,1.300766766,0.63,1.884578036,0.15463034,0.153868281,2.488050928,1.300766766,0.63,1.173294977,9.539747768,2.015061961,0.050130961
2.048212171,0.318181447,0.316863377,2.592665858,1.326187999,0.618333333,1.992043136,0.166000657,0.165258369,2.557934671,1.326187999,0.618333333,1.365631907,8.20218197,1.993172161,0.050764597
1.824830616,0.302592485,0.304133565,2.400073339,1.238264513,0.636666667,1.847729639,0.155787494,0.155801951,2.414652383,1.238264513,0.636666667,1.002495789,8.601712792,2.006971764,0.050674023
1.182909041,0.390282031,0.382815431,2.011882941,1.270593276,0.626666667,1.755055687,0.157147554,0.156538902,2.370428173,1.270593276,0.626666667,1.283423807,10.43160561,1.99996309,0.051885499
2.251046786,0.352659747,0.354849806,2.664030955,1.283388927,0.613333333,1.92350124,0.165329926,0.16315705,2.463136353,1.283388927,0.613333333,0.995146293,10.51712334,1.985715896,0.052186439
2.065642568,0.161693726,0.161152356,2.568663119,1.2397664,0.643333333,1.890883694,0.151361309,0.151235486,2.45623491,1.2397664,0.643333333,1.433351082,0.723408841,2.010725611,0.050835189
2.050538287,0.240672772,0.239669452,2.443138248,1.257243605,0.578333333,2.004202823,0.173116362,0.17287463,2.416340904,1.257243605,0.578333333,1.31031293,4.719600919,1.932316321,0.051086716
1.781995878,0.247235078,0.249345067,2.572241135,1.375333904,0.671666667,1.717628643,0.14347112,0.141473608,2.529007809,1.375333904,0.671666667,0.998526333,6.736376652,1.972289891,0.050637171
2.10841666,0.300102942,0.301090419,2.472928455,1.200850403,0.603333333,2.00584745,0.176078023,0.176418842,2.411045031,1.200850403,0.603333333,1.085612887,7.580951981,2.073547441,0.050079086
1.799228204,0.37572347,0.372330995,2.271678544,1.216131331,0.586666667,2.258773747,0.178608754,0.17525911,2.541278596,1.216131331,0.586666667,1.41023979,8.843829126,2.047787237,0.050107586
2.010124719,0.328239073,0.330761258,2.446453428,1.253779428,0.593333333,1.869326642,0.168929616,0.169605224,2.362913235,1.253779428,0.593333333,1.4933611,9.622912053,2.086146942,0.05118088
1.695864141,0.386485108,0.383948001,2.078814111,1.140435953,0.553333333,2.028918335,0.189742814,0.190153413,2.263104098,1.140435953,0.553333333,1.44202306,5.178373706,2.016611364,0.051089519
2.202109364,0.338209342,0.336457859,2.458356025,1.177462412,0.581666667,2.298404763,0.177286244,0.177051381,2.514367849,1.177462412,0.581666667,1.720139765,6.454028686,2.041393593,0.05191302
1.997739111,0.239365142,0.237018371,2.48529683,1.266675972,0.61,1.983283246,0.171397396,0.172183819,2.476478752,1.266675972,0.61,1.187226235,5.445161423,1.977529036,0.051651552
1.798069658,0.23444543,0.236052176,2.343778644,1.219985108,0.625,1.959953852,0.156755032,0.158458425,2.444956265,1.219985108,0.625,0.916611356,7.560088981,2.009034781,0.050143025
1.478491522,0.241606522,0.239977788,2.487543918,1.445207395,0.705,1.504153899,0.131816921,0.131048256,2.505635894,1.445207395,0.705,1.128387119,6.750995669,1.944823873,0.049839052
1.982398353,0.179421604,0.181618724,2.43449739,1.208714409,0.618333333,1.855838472,0.159267185,0.157818235,2.356241197,1.208714409,0.618333333,1.082857302,3.313571216,2.028975766,0.050796757
1.395239145,0.258890309,0.258332286,2.114841823,1.259095147,0.613333333,1.743931406,0.162993876,0.16268267,2.328706409,1.259095147,0.613333333,1.722898131,5.431227656,2.069350009,0.051986985
1.752929852,0.362267122,0.364359097,2.371457664,1.296327355,0.613333333,2.030784035,0.166999404,0.166960612,2.541874897,1.296327355,0.613333333,1.388627753,9.425612885,2.046897962,0.049993806
1.642806465,0.269062547,0.266987284,2.377121587,1.33120147,0.636666667,1.849456797,0.159648208,0.161248412,2.508688965,1.33120147,0.636666667,1.199586254,7.580668366,1.974375837,0.051488584
2.012838733,0.219921097,0.220708441,2.590751066,1.302534277,0.64,1.711215367,0.149097408,0.149092521,2.397712112,1.302534277,0.64,1.23332608,5.675080325,1.988873895,0.051118522
2.00559049,0.371783602,0.372603402,2.551208607,1.260945392,0.643333333,1.99233964,0.155732294,0.155982089,2.542683894,1.260945392,0.643333333,1.377439682,10.30736926,1.991461361,0.049589405
2.024017087,0.226210216,0.227332568,2.50426967,1.252752438,0.618333333,2.114156955,0.168747464,0.167324117,2.560006155,1.252752438,0.618333333,1.280712567,4.912498596,1.95950787,0.049988401
2.008209401,0.186677624,0.187543481,2.521328226,1.246115256,0.635,2.071737615,0.15718051,0.155538131,2.561668642,1.246115256,0.635,0.760216611,5.533998462,1.986210197,0.049334403
1.915212283,0.233584313,0.234048625,2.515132766,1.286204884,0.641666667,2.029713789,0.159560017,0.160000203,2.588604566,1.286204884,0.641666667,1.200211604,5.161279589,1.985853021,0.050930812
2.408389472,0.388449091,0.392328824,2.605492335,1.192570512,0.586666667,2.099760064,0.180965712,0.18100293,2.424429749,1.192570512,0.586666667,1.313425522,9.538225309,2.022394725,0.049043741
2.3294892,0.298304173,0.300041706,2.552231416,1.150655414,0.601666667,2.110903072,0.170538051,0.168914484,2.420715429,1.150655414,0.601666667,0.988716103,7.040743362,1.98744284,0.049090944
2.344384002,0.211076201,0.209117494,2.718822885,1.28093403,0.613333333,2.016532771,0.167566962,0.167087209,2.517740797,1.28093403,0.613333333,1.352421782,3.449892158,2.000254078,0.050372584
1.124217095,0.330317552,0.328058425,2.008867932,1.309979638,0.621666667,1.607279393,0.157391085,0.159072981,2.30917166,1.309979638,0.621666667,1.671175011,7.212651676,1.984158435,0.051100786
2.355796007,0.298283462,0.30157214,2.855711691,1.29696,0.661666667,1.9774962,0.154663199,0.153074628,2.605403319,1.29696,0.661666667,1.466417632,6.159202478,1.982256249,0.05114949
1.714442269,0.321712041,0.323735513,2.343505414,1.303410438,0.606666667,1.967295655,0.171353858,0.172973879,2.496903135,1.303410438,0.606666667,1.007685896,7.356558053,2.056834975,0.05131699
1.870604608,0.396541859,0.396889774,2.206063828,1.183466642,0.546666667,2.384784275,0.200982627,0.200312774,2.487148713,1.183466642,0.546666667,1.461999571,9.259028943,2.044987049,0.052814303
1.789680879,0.167314333,0.169290877,2.428103031,1.297621276,0.631666667,1.696571471,0.156708947,0.158564938,2.369288922,1.297621276,0.631666667,1.416282579,1.871225408,2.037577236,0.050393552
1.795272212,0.238167922,0.238929447,2.513899611,1.332012072,0.658333333,2.017249689,0.156915218,0.157088012,2.660034784,1.332012072,0.658333333,1.536872874,4.682895245,2.027619399,0.051423465
2.087191766,0.364237298,0.36364277,2.372613982,1.16552141,0.578333333,2.171913122,0.172579471,0.172157368,2.421611165,1.16552141,0.578333333,1.497839922,9.377851988,2.028410418,0.050249663
1.381948306,0.349353725,0.352078222,2.161202958,1.302091761,0.621666667,1.87578616,0.164968422,0.164723689,2.46820549,1.302091761,0.621666667,1.319504003,8.572448149,2.013731485,0.052743336
2.019447746,0.377547324,0.374868953,2.520002539,1.271310683,0.618333333,1.853406141,0.161962748,0.16168204,2.41733348,1.271310683,0.618333333,1.611020053,9.30038945,2.031674779,0.051144983
1.779014223,0.317375111,0.317164594,2.231442501,1.205544299,0.576666667,1.785783682,0.168307233,0.167863354,2.235346222,1.205544299,0.576666667,0.939295102,8.959310467,2.000710758,0.050554727
1.766939907,0.305341071,0.307087902,2.16179018,1.151689534,0.571666667,2.01703305,0.180273423,0.182744186,2.304760094,1.151689534,0.571666667,1.242140105,8.166765252,2.020897035,0.050642165
2.03278412,0.195360042,0.196057644,2.459726374,1.212952114,0.613333333,2.169620184,0.174814815,0.17741551,2.543652493,1.212952114,0.613333333,1.061007675,3.733145568,1.996266357,0.050981
1.615993734,0.332961556,0.333640767,2.315502765,1.292040066,0.633333333,2.093457106,0.161305375,0.160577254,2.617896233,1.292040066,0.633333333,1.406898202,9.475600559,1.948366379,0.051579988
1.827780641,0.298954164,0.298075392,2.474065582,1.307332273,0.638333333,1.982507927,0.158038592,0.156325936,2.572833167,1.307332273,0.638333333,1.302749787,6.632513122,1.971772027,0.05129995
1.789578912,0.233990776,0.23564808,2.562472598,1.387315779,0.656666667,2.091357919,0.159395314,0.159371638,2.760640813,1.387315779,0.656666667,1.335011705,5.031383479,2.015979562,0.050004441
1.805802323,0.349864624,0.35112271,2.344150292,1.230572193,0.616666667,1.865204695,0.160123495,0.161363772,2.380781755,1.230572193,0.616666667,1.512738139,9.060775955,1.982319756,0.050929016
1.947877516,0.319349149,0.319024233,2.498026814,1.270863979,0.63,1.978188842,0.160095958,0.159254834,2.517122949,1.270863979,0.63,1.04565941,7.364496846,1.928472302,0.050170722
1.904679242,0.39759756,0.396591164,2.36807428,1.18717315,0.62,1.874588053,0.16046285,0.159494958,2.349417743,1.18717315,0.62,1.65330523,8.7501269,1.991956988,0.051765043
2.28763358,0.443716877,0.444526849,2.669249012,1.24710347,0.621666667,1.948656923,0.159600379,0.159053305,2.458518524,1.24710347,0.621666667,1.279761723,9.411981315,2.001910678,0.051042302
1.347183473,0.338317084,0.340848845,1.99508392,1.206981588,0.585,2.13909689,0.177758159,0.175215403,2.458353269,1.206981588,0.585,1.360649573,7.157678494,2.019312672,0.052007846
1.747190995,0.305271108,0.30604415,2.312202938,1.220208566,0.625,2.249037857,0.16556671,0.166108998,2.625857227,1.220208566,0.625,1.369603503,8.635476925,2.094649879,0.051081901
2.220398196,0.248011015,0.248270439,2.714598609,1.323149073,0.626666667,2.067632091,0.165101333,0.16574475,2.618865183,1.323149073,0.626666667,1.061815492,7.048706898,2.047943278,0.049077548
3.26028003,0.460046305,0.463294327,3.220451867,1.237114849,0.608333333,2.152906775,0.170187713,0.171587054,2.546799804,1.237114849,0.608333333,1.427643871,8.992907341,1.994177137,0.049790919
2.265100617,0.185011946,0.184845082,2.488315213,1.163231353,0.585,2.309074406,0.183413873,0.183581586,2.51403988,1.163231353,0.585,0.920735437,2.238419943,2.038274235,0.051529081
2.444258027,0.291270815,0.288860896,2.443720913,1.070862654,0.561666667,2.341228707,0.184438012,0.186827169,2.385852778,1.070862654,0.561666667,1.33073372,5.388836643,2.011777701,0.049692104
1.923357518,0.208488178,0.208722239,2.429072544,1.255824458,0.61,1.93573575,0.167844171,0.166669173,2.436623266,1.255824458,0.61,1.482472256,3.872493956,2.066985463,0.051467928
1.996556404,0.210415325,0.210914996,2.354954481,1.186968985,0.585,2.027058183,0.173709135,0.174918642,2.372798022,1.186968985,0.585,1.425336154,3.50926316,2.005867146,0.050678058
2.110672585,0.292866156,0.293581931,2.728155019,1.366771202,0.645,1.977352681,0.156958155,0.156130512,2.642163681,1.366771202,0.645,0.954794939,8.67540568,2.074558066,0.050018836
2.098651423,0.246449442,0.248155022,2.5653688,1.267702671,0.618333333,1.990436596,0.169759911,0.170571403,2.498455966,1.267702671,0.618333333,1.275704479,6.86489794,2.06163825,0.05024077
1.660596528,0.36399429,0.363461273,2.391205545,1.317353124,0.646666667,2.045885651,0.162220057,0.161209857,2.640359179,1.317353124,0.646666667,1.052006371,11.67525815,2.055088094,0.052254696
1.676619877,0.265141126,0.266562903,2.296984553,1.265863328,0.615,2.046646497,0.167446063,0.168627665,2.524550924,1.265863328,0.615,1.01812577,8.24687117,2.042014113,0.051535927
1.427277269,0.392844869,0.391199279,2.127785539,1.269040382,0.601666667,1.903116598,0.170180732,0.16929366,2.414082202,1.269040382,0.601666667,1.492211161,9.96369887,2.071220683,0.051389854
1.908243261,0.174098483,0.172824667,2.625930829,1.366490277,0.66,1.882105452,0.155750442,0.153548048,2.608679875,1.366490277,0.66,1.111768495,2.815110079,2.063671033,0.051054971
1.904466511,0.320434581,0.323567709,2.568710883,1.311762986,0.66,1.711339125,0.146157176,0.146348238,2.441246808,1.311762986,0.66,1.445119064,9.560973074,1.999582963,0.049729322
2.353697061,0.278126292,0.276605194,2.526789653,1.157722529,0.581666667,2.306939137,0.181862554,0.183525656,2.499592127,1.157722529,0.581666667,1.089706671,5.682515895,2.072037019,0.049582955
1.447345317,0.32844614,0.325512039,2.067958252,1.192314335,0.605,2.027737365,0.169739663,0.168853879,2.419095441,1.192314335,0.605,1.383724678,7.906810918,2.015844628,0.052133997
1.843550249,0.406947815,0.400399718,2.42225963,1.254677806,0.633333333,2.087775994,0.162799954,0.162953096,2.576935935,1.254677806,0.633333333,1.472071393,10.70639866,2.062720616,0.050517369
1.752283523,0.255334047,0.25304879,2.276191113,1.216059581,0.605,2.037904168,0.167052779,0.168890963,2.448991603,1.216059581,0.605,1.515661246,5.252694355,1.984132194,0.050579236
1.883992257,0.31950905,0.326272482,2.523024985,1.292150044,0.653333333,1.88553974,0.150475313,0.148824358,2.524036007,1.292150044,0.653333333,1.282798899,9.537994954,1.965376368,0.050548421
2.397943061,0.3328717,0.328948255,2.698188285,1.219456731,0.616666667,2.090538342,0.166646323,0.166609177,2.508622042,1.219456731,0.616666667,1.464680937,8.048870352,2.026524965,0.050955146
1.938885341,0.169445957,0.168390676,2.482740109,1.277399722,0.621666667,1.902764476,0.159872615,0.158046826,2.460284971,1.277399722,0.621666667,1.678000283,0.655048579,1.978021937,0.051513114
1.686626753,0.272351371,0.271997339,2.346311828,1.292170108,0.625,1.734894564,0.157179495,0.157311804,2.37647921,1.292170108,0.625,1.157463736,6.943541447,1.94301042,0.049650083
