Est,SE,SE.B,Est.Numer.1,Est.Numer.0,Est.Denom,Est.True,SE.True,SE.B.True,Est.Numer.1.True,Est.Numer.0.True,Est.Denom.True,SE.h11.PMMR,SE.q11.PMMR,SE.h11.True,SE.q11.True
2.436032236,0.517743437,0.523481076,2.995744206,1.351422447,0.675,1.637895463,0.255860555,0.256727319,2.457001884,1.351422447,0.675,0.805126275,7.172635411,2.007502684,0.053994141
2.395338834,0.640493655,0.632432408,2.928329602,1.371359359,0.65,1.916236631,0.280032316,0.277400956,2.616913169,1.371359359,0.65,1.620583012,8.098679461,1.969822005,0.05002081
2.131079747,0.577151386,0.571305382,2.79283673,1.3650133,0.67,1.704110607,0.254082788,0.252423234,2.506767406,1.3650133,0.67,1.48199066,7.493712321,1.931901537,0.050392156
2.380248749,0.448750933,0.44940375,2.670980452,1.242831203,0.6,1.756126186,0.283254032,0.285125457,2.296506915,1.242831203,0.6,1.230706596,8.00883688,1.881015722,0.051387006
2.354648367,0.416839311,0.415992233,2.533513735,1.203137408,0.565,2.065257938,0.296993561,0.296197968,2.370008143,1.203137408,0.565,1.41434367,3.337405992,2.017500479,0.051946341
2.045756217,0.308261094,0.305439287,2.400217222,1.193221054,0.59,2.248403181,0.304762946,0.307329274,2.51977893,1.193221054,0.59,0.642730816,2.625910746,2.026740327,0.049971302
2.55931774,0.4638704,0.462126625,2.285064493,0.992609034,0.505,2.400435029,0.377362329,0.377074301,2.204828724,0.992609034,0.505,1.146268678,5.668802215,2.054142207,0.050917351
2.975188722,0.54591479,0.542978108,2.51675513,0.999408881,0.51,2.389678172,0.348219804,0.348422894,2.218144749,0.999408881,0.51,0.996361717,6.71360628,1.954854224,0.050940423
1.982517095,0.292363509,0.290723714,2.680021253,1.401297727,0.645,1.888904375,0.26336895,0.265684679,2.619641048,1.401297727,0.645,1.145026925,2.039030379,1.9109957,0.051025026
1.738049259,0.731479932,0.729957032,2.272832352,1.212622304,0.61,2.092745747,0.290491184,0.289903873,2.48919721,1.212622304,0.61,1.603628527,8.245247203,2.006224019,0.051147884
1.863180607,0.295746937,0.294589979,2.248322295,1.204941155,0.56,2.289517239,0.339209902,0.33743972,2.487070809,1.204941155,0.56,1.117811081,0.510218254,2.017251916,0.049144489
1.935685167,0.441768734,0.442692608,2.336791186,1.194736938,0.59,2.162862575,0.293325259,0.293480868,2.470825857,1.194736938,0.59,0.881138964,6.028927104,1.911702416,0.048801297
0.673741578,0.853158013,0.846323084,1.800774719,1.36958011,0.64,1.64587483,0.254632482,0.253576115,2.422940001,1.36958011,0.64,1.405270173,8.137007865,2.07836778,0.049396652
1.527568827,0.69075945,0.683529024,2.165415876,1.256512424,0.595,1.978307874,0.299950115,0.297344721,2.433605609,1.256512424,0.595,1.39054427,7.660660165,1.98468101,0.05323806
1.732499877,0.406705151,0.402700494,2.668705782,1.481943367,0.685,1.861790757,0.265753271,0.264990231,2.757270036,1.481943367,0.685,0.696780587,8.713046729,2.124415208,0.052134895
2.601951867,0.469973217,0.473200108,3.005394987,1.249077477,0.675,1.931906345,0.257833433,0.258584322,2.55311426,1.249077477,0.675,0.944518013,7.747039045,1.913473831,0.05069621
1.826400246,0.666718419,0.670279479,2.458918815,1.271758655,0.65,1.443398857,0.252404066,0.253920973,2.209967913,1.271758655,0.65,1.610473567,9.872404767,2.054891846,0.048415205
2.520841668,0.537037643,0.534735144,2.616153261,1.17927351,0.57,2.013547524,0.294255819,0.292837335,2.326995599,1.17927351,0.57,1.228035616,5.849891348,2.003433825,0.048696227
1.924830808,0.353817417,0.352921011,2.183366715,1.124709771,0.55,2.086135771,0.312171527,0.315128299,2.272084445,1.124709771,0.55,0.639915932,4.145818303,1.922053194,0.050928863
1.362055297,0.454129654,0.450853536,2.042391547,1.238778922,0.59,2.081558778,0.305818115,0.309045412,2.466898601,1.238778922,0.59,1.807611445,5.648609569,2.030482922,0.054039337
2.702016521,0.845465355,0.844014262,2.696739525,1.156590108,0.57,2.028406733,0.31578221,0.313909448,2.312781946,1.156590108,0.57,1.529593836,8.711317008,2.065135192,0.046977299
1.991107212,0.391721806,0.392958484,2.252212823,1.157103857,0.55,2.324361883,0.325803747,0.324920733,2.435502892,1.157103857,0.55,1.215172649,4.690836615,1.877264304,0.051002068
1.736136799,0.407276325,0.407034922,2.178514664,1.206278057,0.56,2.145603053,0.314964863,0.315363335,2.407815766,1.206278057,0.56,1.182132306,3.851193921,2.091381833,0.048985442
2.734278121,0.732355246,0.72330539,2.720644801,1.093749319,0.595,2.109974153,0.296865042,0.296782307,2.34918394,1.093749319,0.595,1.556875936,10.14578727,2.081571891,0.049656769
1.714451673,0.482538007,0.485769177,2.315484619,1.278241357,0.605,2.085409405,0.29843314,0.299533229,2.539914047,1.278241357,0.605,1.303326523,5.401534281,1.979914312,0.054184086
1.718961374,0.509229059,0.511689032,2.856913547,1.593476937,0.735,1.751465124,0.224437642,0.225184426,2.880803804,1.593476937,0.735,1.321034555,8.465212117,1.972279111,0.050233011
1.812871849,0.456699226,0.45461047,2.079737138,1.09172198,0.545,2.3669759,0.328326625,0.329103618,2.381723846,1.09172198,0.545,1.68275195,4.282538099,1.88460728,0.046323811
2.486132468,0.432144594,0.431529064,2.503579466,1.148637271,0.545,2.60112312,0.337787393,0.335312289,2.566249371,1.148637271,0.545,0.483202877,4.610510002,1.93855481,0.051239901
1.471229657,0.554337537,0.545250341,1.998275634,1.167030878,0.565,1.9026579,0.314743448,0.315364228,2.242032591,1.167030878,0.565,1.372040661,6.432497378,2.004722878,0.049986096
1.058869636,0.369152969,0.367667082,1.843971999,1.219238914,0.59,1.576600422,0.281248696,0.280919118,2.149433163,1.219238914,0.59,1.122708139,4.408987528,2.010866567,0.049875932
1.877531891,0.271867029,0.274460984,2.071494757,1.057627536,0.54,1.837826882,0.323855444,0.324948761,2.050054052,1.057627536,0.54,1.021251956,0.900843805,2.08748346,0.049962636
1.642399692,0.399324219,0.398925642,2.540564242,1.456580445,0.66,2.025777499,0.277668335,0.277796743,2.793593594,1.456580445,0.66,1.452081549,4.028888799,2.003687294,0.05061583
2.272528892,0.323548535,0.32525022,2.587120204,1.269053446,0.58,2.064502664,0.305026246,0.305655138,2.466464992,1.269053446,0.58,0.7975087,3.409005758,1.891608648,0.050069824
2.600157055,0.443867197,0.441695476,2.734721935,1.239631628,0.575,2.004738009,0.300563219,0.299480199,2.392355983,1.239631628,0.575,1.048675249,4.496514328,2.063971291,0.051443679
