"N","MSE.h11","MSE.h01","MSE.h00","MSE.h2","MSE.q0","MSE.q11"
1132,0.0375185670543492,0.0364286327536211,0.00934402028967345,0.00701997246723765,0.0724483208821497,1.10022308538663
1132,0.0316938925400386,0.0287629991339101,0.00696751722519013,0.00817953885155087,0.0301790086202126,0.582626443873009
1132,0.016954168775437,0.0162037792862979,0.00739800771151548,0.00769065059911381,0.0391219511788524,0.270068866893722
1132,0.0721148833866983,0.028898977046561,0.0059283629707731,0.0110713322029119,0.109987308133425,0.344172709557635
1132,0.0266001044528596,0.0264681250421481,0.00449831898113133,0.00977406130150398,0.0308019904879588,0.469159628654228
1132,0.0263425554805016,0.00478858940422628,0.0157164139239811,0.00193813936107638,0.0767917685108923,0.883109502267179
1132,0.0490102133369113,0.0233634501275157,0.00551281790047334,0.00646939561217176,0.0619530871688088,0.511456842008574
1132,0.0975886665911181,0.0218632635938021,0.00408854608951419,0.01064571331009,0.0553229976792789,0.17586271341463
1132,0.0416888270322829,0.0159487815313984,0.00633205283556569,0.0033362772243455,0.0325069458802631,1.49235037793672
1132,0.0236169775110083,0.0111334508637594,0.00686101968219611,0.0201025488374175,0.0889246175528115,0.360275786968895
1132,0.00559341862057975,0.0132231245524194,0.0216855412992812,0.0133006076294079,0.0550814374044103,0.0960583288724019
1132,0.00828914405114648,0.0118311648180667,0.0113290666643479,0.00410678869246479,0.0565682140420009,0.420034791139486
1132,0.0202046420118389,0.0200817648302896,0.0167264171337178,0.0144372925199481,0.0257474625418582,0.594046365638782
1132,0.0776117351248389,0.137771120991782,0.0206380153851456,0.013090784916074,0.138431230445094,0.236711985135287
1132,0.0190968556742063,0.0139016942714815,0.0119197928358601,0.0128144644835528,0.0119688902974091,0.393085837313064
1132,0.0313705816722006,0.0246065597561628,0.0137933914737298,0.00280254413544281,0.107869726592384,0.1356027726468
1132,0.0161039916704643,0.0114681007192803,0.0205491785032325,0.00919493440157238,0.0352820860503405,0.634678175456546
1132,0.0363206364147258,0.0107282796258969,0.0166884449866803,0.00314294730288047,0.0887783313362157,0.310016594416411
1132,0.0532639275685745,0.0358677343413788,0.00456781404282057,0.00763699690800541,0.1188780097824,0.308481904111481
1132,0.0359531132839948,0.0274951378595787,0.0147041614029286,0.00347521829477335,0.0506698894463901,0.175117147407913
1132,0.0266230636314703,0.0107871902981865,0.00256140880543141,0.0100677849198616,0.0319799868824336,0.648839814323473
1132,0.0610215710915007,0.0366668917049266,0.00708376313937649,0.0116141451981724,0.0378800356650831,0.234079030226355
1132,0.0706853528612515,0.0192617582399873,0.0127910295168585,0.00421213132571944,0.0575669431460498,0.187102670548237
