"N","MSE.h11","MSE.h01","MSE.h00","MSE.h2","MSE.q0","MSE.q11"
4526,0.00937154366545286,0.00268604501800457,0.00167069658440938,0.00118968389702366,0.0094431368046398,0.0795218505993356
4526,0.00517240291101557,0.00388498084662142,0.00480403291224232,0.00187364425905258,0.0172879034441443,0.058613918481493
4526,0.00182819904622325,0.00846587569737266,0.00595243566119187,0.00234874171517214,0.0292341620683714,0.0351453000900852
4526,0.00909627668216316,0.00370823184646148,0.00329281497553253,0.000368621388660734,0.0114397406737851,0.0981554334155497
4526,0.00690104290839718,0.00756948375274712,0.0024857966627942,0.00183273589455505,0.0136096327669696,0.133995696916846
4526,0.00765223026759668,0.00301871222529892,0.00263640691078472,0.00120190989851669,0.0267222688723537,0.143294028920325
4526,0.00799932593015207,0.0159547517609413,0.00402431109581951,0.00404715020017174,0.00768729837286911,0.0606985764606424
4526,0.0143250776415374,0.00505473751546405,0.00392893160706463,0.00120572112469705,0.00934849609148262,0.0423689623747968
4526,0.00433766220410432,0.00438169608390284,0.00230213481751905,0.00145911125863237,0.0180387712236722,0.0944740593867352
4526,0.0137587114661682,0.00710238197778475,0.00464574031766294,0.000910447662904939,0.00840209502567935,0.0204803278711387
4526,0.00320301315261644,0.00263301986647285,0.00274674134989743,0.000255656411560212,0.023807866577714,0.0784536171374492
4526,0.00465868941987649,0.00588985567635847,0.00511097667941154,0.00125088533363944,0.0161998803046569,0.080635571037476
4526,0.00947744015108692,0.0126668863212106,0.0050289673117801,0.00275000828526392,0.0360382499656672,0.0446898615350861
4526,0.0056482882168046,0.00590218512106435,0.00169721340521647,0.00227829907976118,0.00955611210273819,0.0869656217461685
4526,0.00276783054031542,0.00686147672450628,0.00359432411879278,0.00157528074421149,0.0146400370610396,0.101525597968377
4526,0.0059097004381599,0.00870800369546328,0.00468316210309353,0.00329932237740466,0.00965980054355548,0.0933327396116423
4526,0.00857359193251238,0.00469852677511261,0.00387477459603334,0.000448456909208213,0.0202047808763335,0.0387605345408472
4526,0.00483537666034581,0.00452639104522432,0.00245570288921224,0.00299162753918973,0.00887937978766816,0.0501718146546525
4526,0.00539911742120928,0.00405515857693401,0.00399745169038349,0.000766476140753588,0.0153773745241956,0.176752766266306
4526,0.0168489808353171,0.00483841783442526,0.00291765792797701,0.00132212960215865,0.00731633186761663,0.370109790765051
4526,0.00424244990059114,0.00507346409999829,0.00331680086718611,0.00208490162693141,0.0192669664019864,0.0984518681380701
